ShiptmentID,TemperatureID,DateTimeStemp,Temperature,Humidity,TemperatureUnit,Source
SP-7657,331,2022-01-28 03:33:22,24.93,2.35,Fahrenheit,IoT Device
SP-5701,332,2022-12-21 14:28:32,14.02,35.74,Celsius,IoT Device
SP-7427,333,2022-08-29 23:50:48,-22.21,64.73,Celsius,Weather Station
SP-9647,334,2022-02-08 19:11:31,-13.71,52.68,Fahrenheit,Mobile App
SP-6055,335,2022-06-20 03:39:12,43.78,89.17,Celsius,IoT Device
SP-0011,336,2022-04-05 08:36:54,28.94,71.94,Celsius,Weather Station
SP-6935,337,2022-07-06 03:00:06,-4.12,71.28,Celsius,IoT Device
SP-8464,338,2022-03-16 04:28:42,-27.69,60.46,Fahrenheit,IoT Device
SP-7457,339,2022-04-14 12:57:06,-9.24,27.59,Fahrenheit,IoT Device
SP-5706,340,2022-05-14 15:10:27,-14.77,51.84,Celsius,Weather Station
SP-6272,341,2022-04-06 00:38:42,-1.02,52.03,Fahrenheit,Weather Station
SP-8962,342,2022-10-17 15:39:24,33.93,11.73,Fahrenheit,Mobile App
SP-3562,343,2022-03-03 03:12:06,49.73,3.75,Fahrenheit,Mobile App
SP-9989,344,2022-12-22 09:38:55,-11.09,85.18,Fahrenheit,Mobile App
SP-8580,345,2022-02-07 12:18:55,37.81,24.38,Celsius,Mobile App
SP-9204,346,2022-09-29 01:48:14,1.06,0.76,Celsius,Weather Station
SP-1375,347,2022-11-09 17:55:56,43.51,8.26,Fahrenheit,IoT Device
SP-3990,348,2022-08-24 08:13:42,-3.22,17.72,Fahrenheit,Weather Station
SP-6517,349,2022-05-27 07:55:55,-33.02,39.84,Celsius,Mobile App
SP-3733,350,2022-05-25 09:28:34,10.16,8.37,Fahrenheit,Mobile App
SP-1739,351,2022-12-10 15:44:55,-4.8,96.53,Fahrenheit,Mobile App
SP-0916,352,2022-03-03 11:11:48,-7.73,97.9,Celsius,IoT Device
SP-4266,353,2022-12-27 23:03:57,-39.15,85.29,Fahrenheit,Weather Station
SP-3892,354,2022-03-31 08:25:11,-34.67,69.82,Fahrenheit,Weather Station
SP-2827,355,2022-09-08 19:23:18,46.35,7.28,Fahrenheit,Mobile App
SP-7702,356,2022-02-07 18:29:29,-2.3,89.23,Fahrenheit,Weather Station
SP-4753,357,2022-06-09 08:08:32,-47.1,75.12,Celsius,Mobile App
SP-9135,358,2022-03-20 09:55:54,14.38,58.03,Fahrenheit,Mobile App
SP-4624,359,2022-03-30 18:15:06,-16.9,83.85,Fahrenheit,Weather Station
SP-0352,360,2022-11-02 13:14:27,-41.92,77.52,Celsius,IoT Device
SP-6898,361,2022-09-24 06:04:43,9.11,41.46,Fahrenheit,Weather Station
SP-1550,362,2022-07-30 22:22:14,-27.29,27.65,Celsius,IoT Device
SP-2459,363,2022-11-21 22:50:37,31.44,40.81,Fahrenheit,Weather Station
SP-7763,364,2022-08-05 21:52:21,-1.4,49.59,Celsius,Mobile App
SP-2428,365,2022-10-27 18:24:54,36.72,80.63,Fahrenheit,IoT Device
SP-5931,366,2022-07-15 18:02:31,-35.93,57.68,Fahrenheit,Weather Station
SP-3698,367,2022-12-19 10:12:49,-9.01,58.26,Fahrenheit,Mobile App
SP-0505,368,2022-07-18 18:58:51,25.68,82.68,Fahrenheit,IoT Device
SP-0664,369,2022-08-25 11:41:14,-26.7,2.29,Celsius,Weather Station
SP-3376,370,2022-10-03 14:07:12,-46.82,38.78,Fahrenheit,IoT Device
SP-9359,371,2022-03-08 21:52:33,-19.48,92.43,Celsius,IoT Device
SP-5476,372,2022-07-30 01:39:50,-3.56,28.84,Celsius,Mobile App
SP-1320,373,2022-12-18 13:01:55,-31.72,68.17,Celsius,Weather Station
SP-9003,374,2022-10-09 23:46:49,-29.96,99.73,Fahrenheit,Weather Station
SP-6421,375,2022-12-10 22:54:50,27.43,14.59,Celsius,Mobile App
SP-5067,376,2022-05-26 09:13:43,0.58,23.73,Fahrenheit,IoT Device
SP-3484,377,2022-11-07 09:32:28,-23.93,85.4,Fahrenheit,Mobile App
SP-6472,378,2022-09-22 11:14:08,-42.87,38.01,Fahrenheit,IoT Device
SP-8541,379,2022-04-09 08:07:22,21.97,76.33,Fahrenheit,Mobile App
SP-8751,380,2022-11-18 15:55:23,-2.36,6.16,Celsius,Weather Station
SP-2086,381,2022-12-03 07:22:14,44.09,15.07,Celsius,Mobile App
SP-1042,382,2022-06-08 10:06:55,32.04,27.34,Fahrenheit,IoT Device
SP-7008,383,2022-06-14 16:57:49,34.38,75.89,Celsius,Mobile App
SP-9955,384,2022-08-26 14:56:46,25.62,58.17,Celsius,Weather Station
SP-4479,385,2022-06-25 14:02:00,12.69,31.79,Celsius,IoT Device
SP-9133,386,2022-09-30 05:55:31,-13.59,97.71,Fahrenheit,IoT Device
SP-1650,387,2022-02-12 13:08:01,23.87,88.83,Celsius,IoT Device
SP-6332,388,2022-12-14 06:46:14,-39.66,46.38,Celsius,Mobile App
SP-3001,389,2022-06-12 01:48:38,-35.91,47.17,Celsius,Weather Station
SP-2040,390,2022-02-17 03:22:37,-24.84,28.64,Fahrenheit,IoT Device
SP-7498,391,2022-06-28 02:13:20,1.92,48.49,Fahrenheit,IoT Device
SP-8938,392,2022-11-29 11:43:44,-8.8,30.6,Celsius,IoT Device
SP-3632,393,2022-12-23 02:47:49,31.04,57.94,Celsius,Weather Station
SP-3986,394,2022-03-13 11:13:18,-36.42,12.93,Fahrenheit,IoT Device
SP-7044,395,2022-03-18 22:35:30,-7.92,88.15,Celsius,Mobile App
SP-3373,396,2022-01-07 02:40:38,-6.94,94.23,Celsius,Weather Station
SP-4543,397,2022-03-04 05:35:02,-46.48,67.45,Fahrenheit,IoT Device
SP-7782,398,2022-02-16 06:32:35,-41.86,4.92,Fahrenheit,Mobile App
SP-8685,399,2022-07-14 12:31:35,15.63,32.43,Celsius,IoT Device
SP-5845,400,2022-11-30 05:25:22,25.36,1.48,Fahrenheit,IoT Device
SP-3974,401,2022-10-27 15:58:20,-35.87,96.42,Fahrenheit,Mobile App
SP-9698,402,2022-06-28 09:02:44,-14.4,49.29,Celsius,Mobile App
SP-8831,403,2022-02-17 03:47:04,-33.89,86.89,Fahrenheit,Mobile App
SP-9943,404,2022-02-20 14:40:23,32.47,21.37,Celsius,Weather Station
SP-0332,405,2022-10-01 02:24:45,-20.72,26.05,Fahrenheit,IoT Device
SP-2305,406,2022-12-28 14:18:01,-23.01,61.14,Fahrenheit,Mobile App
SP-3712,407,2022-09-26 23:22:27,25.98,17.27,Celsius,Mobile App
SP-9096,408,2022-02-27 15:50:15,9.22,90.79,Celsius,IoT Device
SP-5792,409,2022-08-01 14:54:22,-3.23,18.92,Celsius,Weather Station
SP-6007,410,2022-10-07 09:41:22,6.87,50.9,Fahrenheit,Weather Station
SP-8383,411,2022-09-17 09:55:40,-16.61,94.51,Fahrenheit,Mobile App
SP-8908,412,2022-12-10 17:33:37,13.57,39.24,Fahrenheit,IoT Device
SP-9509,413,2022-10-05 11:25:38,10.28,32.59,Celsius,Mobile App
SP-3666,414,2022-10-01 14:18:05,41.55,33.51,Celsius,Mobile App
SP-0693,415,2022-12-16 06:40:45,-6.88,45.89,Celsius,Mobile App
SP-5517,416,2022-04-08 21:05:28,37.03,99.64,Celsius,Mobile App
SP-7967,417,2022-07-24 05:37:19,0.28,19.41,Fahrenheit,IoT Device
SP-2704,418,2022-11-19 22:03:38,-22.12,72.74,Celsius,IoT Device
SP-4939,419,2022-07-23 23:21:30,36.54,82.31,Celsius,IoT Device
SP-8701,420,2022-06-29 22:13:16,32.36,69.04,Fahrenheit,Weather Station
SP-5399,421,2022-08-18 21:56:53,-36.72,54.14,Celsius,IoT Device
SP-7446,422,2022-11-24 01:45:20,21.91,52.12,Fahrenheit,Mobile App
SP-2600,423,2022-08-22 13:49:50,17.53,32.59,Fahrenheit,Mobile App
SP-5361,424,2022-04-10 13:39:11,-46.91,21.72,Fahrenheit,Mobile App
SP-1261,425,2022-07-14 09:35:28,-31.65,66.82,Celsius,Weather Station
SP-9925,426,2022-08-12 05:37:49,-4.89,5.41,Fahrenheit,Weather Station
SP-0399,427,2022-04-10 10:00:52,24.76,89.14,Fahrenheit,IoT Device
SP-3113,428,2022-05-12 09:23:51,-48.21,27.36,Fahrenheit,Weather Station
SP-1155,429,2022-12-28 06:25:17,-46.3,95.43,Celsius,IoT Device
SP-6538,430,2022-09-25 21:07:17,-24.19,21.97,Fahrenheit,IoT Device
SP-4146,431,2022-09-20 10:32:11,10.4,59.46,Celsius,IoT Device
SP-6581,432,2022-05-18 03:53:21,32.04,31.55,Fahrenheit,Mobile App
SP-6222,433,2022-12-27 09:38:47,33.67,20.29,Fahrenheit,Weather Station
SP-9279,434,2022-01-10 00:46:01,-16.32,23.17,Celsius,Weather Station
SP-4080,435,2022-06-01 02:54:15,-3.02,13.01,Fahrenheit,Mobile App
SP-0726,436,2022-02-06 19:54:59,-0.75,65.83,Fahrenheit,Weather Station
SP-2422,437,2022-08-29 06:29:31,-34.19,46.56,Celsius,IoT Device
SP-3351,438,2022-07-28 03:45:58,15.25,17.81,Celsius,Mobile App
SP-0029,439,2022-06-13 04:56:24,-43.75,69.34,Celsius,Mobile App
SP-1909,440,2022-02-11 04:35:08,-32.93,68.48,Celsius,IoT Device
SP-3664,441,2022-08-17 22:00:51,38.81,42.76,Fahrenheit,Weather Station
SP-0603,442,2022-12-28 14:12:33,11.11,67.27,Celsius,Weather Station
SP-7836,443,2022-02-26 19:36:57,13.38,10.49,Celsius,IoT Device
SP-0756,444,2022-11-03 01:34:33,23.47,44.76,Fahrenheit,IoT Device
SP-2420,445,2022-09-07 21:56:00,-28.2,50.31,Celsius,IoT Device
SP-7796,446,2022-08-16 09:42:21,-35.57,6.18,Fahrenheit,Mobile App
SP-4470,447,2022-07-19 22:11:50,-0.47,85.81,Fahrenheit,Mobile App
SP-1191,448,2022-04-15 20:53:39,30.39,16.63,Celsius,Weather Station
SP-2093,449,2022-06-10 13:01:05,5.71,33.97,Celsius,IoT Device
SP-7594,450,2022-10-15 10:19:13,48.39,90.35,Fahrenheit,IoT Device
SP-3928,451,2022-05-12 22:25:57,-34.98,13.78,Celsius,Mobile App
SP-5313,452,2022-02-09 19:13:32,-43.71,77.06,Celsius,IoT Device
SP-6939,453,2022-12-13 02:16:57,0.28,12.53,Fahrenheit,Mobile App
SP-2911,454,2022-07-29 11:05:19,-47.95,51.15,Fahrenheit,Weather Station
SP-8157,455,2022-12-07 10:42:15,-11.02,46.34,Fahrenheit,IoT Device
SP-6462,456,2022-09-21 19:33:54,15.03,84.93,Fahrenheit,Mobile App
SP-1296,457,2022-04-01 10:24:22,8.32,43.0,Celsius,IoT Device
SP-6405,458,2022-06-19 14:28:10,5.7,0.22,Celsius,IoT Device
SP-4961,459,2022-08-11 21:38:30,-20.94,92.63,Celsius,Weather Station
SP-4158,460,2022-07-10 06:04:41,-15.4,41.18,Fahrenheit,Mobile App
SP-4666,461,2022-01-01 09:20:44,38.44,73.95,Fahrenheit,Weather Station
SP-0905,462,2022-08-08 18:40:43,0.16,34.65,Fahrenheit,Weather Station
SP-1867,463,2022-12-25 00:31:54,9.59,57.39,Celsius,Mobile App
SP-0509,464,2022-03-10 18:27:08,-36.52,25.2,Fahrenheit,Mobile App
SP-4833,465,2022-09-10 04:02:35,-45.81,50.7,Celsius,Weather Station
SP-5027,466,2022-08-07 04:00:36,-21.55,16.01,Celsius,Mobile App
SP-7010,467,2022-08-23 09:35:13,29.54,43.39,Celsius,Weather Station
SP-1720,468,2022-08-11 16:15:29,-25.04,24.47,Fahrenheit,Weather Station
SP-9584,469,2022-08-10 04:51:16,-38.46,84.7,Celsius,Weather Station
SP-5462,470,2022-07-22 02:20:09,-19.22,10.26,Celsius,Weather Station
SP-0411,471,2022-10-20 15:08:26,-14.87,3.15,Fahrenheit,Weather Station
SP-8951,472,2022-01-17 13:39:48,29.27,3.47,Celsius,Mobile App
SP-1930,473,2022-03-21 07:32:38,-46.95,38.0,Celsius,Weather Station
SP-7057,474,2022-03-23 20:05:36,39.3,24.01,Celsius,Mobile App
SP-9595,475,2022-03-07 03:12:40,-28.44,8.95,Celsius,IoT Device
SP-7564,476,2022-06-27 20:33:13,-46.33,69.87,Celsius,Weather Station
SP-8794,477,2022-11-21 16:30:22,-34.84,91.09,Celsius,IoT Device
SP-2545,478,2022-12-23 09:11:58,2.14,99.82,Fahrenheit,IoT Device
SP-2426,479,2022-12-22 13:54:27,49.15,53.91,Celsius,IoT Device
SP-3356,480,2022-12-15 10:09:38,20.24,47.92,Fahrenheit,Weather Station
SP-0283,481,2022-08-19 03:15:03,48.63,3.98,Fahrenheit,IoT Device
SP-7712,482,2022-01-31 09:48:08,47.39,60.35,Celsius,IoT Device
SP-0829,483,2022-04-15 20:02:11,43.25,0.33,Fahrenheit,Weather Station
SP-1736,484,2022-09-21 22:28:06,-21.59,33.03,Celsius,Weather Station
SP-4525,485,2022-02-13 22:14:54,48.06,94.85,Fahrenheit,Weather Station
SP-8756,486,2022-09-07 06:35:34,-38.65,69.56,Celsius,IoT Device
SP-0264,487,2022-06-07 20:00:38,0.74,23.86,Fahrenheit,Weather Station
SP-0262,488,2022-01-05 16:56:53,-30.42,72.56,Fahrenheit,IoT Device
SP-4023,489,2022-11-06 18:56:50,14.15,6.27,Celsius,IoT Device
SP-6909,490,2022-04-01 02:38:04,-0.01,16.5,Fahrenheit,Weather Station
SP-7251,491,2022-02-02 14:10:20,-49.31,55.81,Celsius,Weather Station
SP-5827,492,2022-03-15 05:35:45,-48.51,36.2,Celsius,Mobile App
SP-7205,493,2022-08-14 22:59:05,37.97,69.58,Fahrenheit,IoT Device
SP-5038,494,2022-02-06 12:44:52,-30.46,48.83,Celsius,IoT Device
SP-6060,495,2022-07-19 18:54:40,-11.25,27.68,Celsius,Weather Station
SP-3076,496,2022-09-21 02:08:48,17.2,46.28,Celsius,Mobile App
SP-2294,497,2022-02-28 21:24:14,-33.4,47.52,Fahrenheit,Weather Station
SP-0758,498,2022-04-07 20:43:05,-23.93,98.99,Fahrenheit,Mobile App
SP-3251,499,2022-09-16 20:38:07,-0.09,88.27,Celsius,Mobile App
SP-0428,500,2022-11-08 08:22:33,-0.11,5.5,Celsius,Weather Station
SP-5291,501,2022-06-12 14:58:42,26.76,49.05,Fahrenheit,IoT Device
SP-3315,502,2022-04-15 08:37:59,-41.27,17.42,Celsius,IoT Device
SP-2410,503,2022-08-07 20:28:51,37.74,36.66,Fahrenheit,IoT Device
SP-3560,504,2022-08-14 18:44:13,41.75,33.9,Fahrenheit,Mobile App
SP-2398,505,2022-04-22 17:37:20,-32.75,72.26,Fahrenheit,IoT Device
SP-4638,506,2022-04-13 15:23:40,-47.99,70.54,Celsius,Mobile App
SP-8763,507,2022-07-22 21:32:00,-16.54,77.43,Celsius,Mobile App
SP-4008,508,2022-08-13 09:26:20,-13.14,64.26,Fahrenheit,IoT Device
SP-6793,509,2022-04-16 16:35:11,-46.59,21.58,Fahrenheit,Mobile App
SP-5593,510,2022-12-09 21:12:34,40.21,86.16,Celsius,Weather Station
SP-5538,511,2022-09-04 02:51:01,3.7,68.5,Fahrenheit,Mobile App
SP-8134,512,2022-01-31 01:15:32,25.17,15.29,Fahrenheit,Weather Station
SP-7437,513,2022-09-22 07:46:04,33.73,97.34,Fahrenheit,Mobile App
SP-4788,514,2022-04-25 22:20:45,5.54,66.14,Celsius,Mobile App
SP-3606,515,2022-12-03 21:05:13,28.93,45.39,Celsius,IoT Device
SP-8457,516,2022-04-01 17:53:38,-25.57,40.05,Celsius,Mobile App
SP-3713,517,2022-12-27 03:42:45,47.48,80.38,Celsius,Weather Station
SP-9833,518,2022-07-15 11:44:07,22.29,54.87,Celsius,Mobile App
SP-3846,519,2022-06-28 04:33:05,-36.51,50.27,Celsius,Mobile App
SP-8727,520,2022-05-13 23:35:57,-30.74,7.46,Celsius,Mobile App
SP-0732,521,2022-07-16 21:28:16,49.16,71.6,Fahrenheit,Weather Station
SP-5126,522,2022-05-22 14:40:02,44.05,28.22,Celsius,Mobile App
SP-5812,523,2022-09-23 00:33:56,-40.12,48.05,Celsius,Mobile App
SP-8824,524,2022-10-23 04:07:50,-49.1,7.32,Fahrenheit,Weather Station
SP-9774,525,2022-12-23 02:10:22,37.32,0.15,Celsius,Mobile App
SP-1784,526,2022-08-22 02:35:26,44.87,94.84,Fahrenheit,Mobile App
SP-6211,527,2022-07-29 19:40:42,-17.45,92.35,Fahrenheit,Mobile App
SP-5875,528,2022-03-06 02:09:20,5.24,44.84,Fahrenheit,Weather Station
SP-1386,529,2022-02-15 20:46:11,29.14,67.42,Fahrenheit,Weather Station
SP-6456,530,2022-07-09 22:00:01,-34.03,74.24,Fahrenheit,Weather Station
SP-6120,531,2022-03-28 22:34:28,22.93,7.11,Fahrenheit,IoT Device
SP-0787,532,2022-08-11 09:27:55,23.35,57.19,Celsius,Mobile App
SP-9581,533,2022-09-17 00:38:15,41.58,84.87,Fahrenheit,Mobile App
SP-3062,534,2022-08-21 15:15:10,-13.85,7.94,Celsius,IoT Device
SP-8850,535,2022-05-04 12:54:33,0.84,49.04,Celsius,IoT Device
SP-7450,536,2022-02-02 11:08:26,-43.24,33.16,Celsius,Weather Station
SP-3749,537,2022-05-08 07:29:38,32.96,63.3,Fahrenheit,Mobile App
SP-3675,538,2022-08-02 06:36:25,45.07,97.97,Fahrenheit,Weather Station
SP-0865,539,2022-03-24 14:33:18,-11.28,99.94,Celsius,IoT Device
SP-8554,540,2022-07-08 23:50:58,46.88,63.79,Celsius,IoT Device
SP-3810,541,2022-10-12 13:31:39,-15.85,21.06,Fahrenheit,Weather Station
SP-9477,542,2022-07-24 17:51:26,-1.6,24.96,Fahrenheit,Weather Station
SP-1627,543,2022-08-05 20:18:51,-38.67,45.54,Celsius,Mobile App
SP-1875,544,2022-11-19 15:20:56,23.06,85.07,Celsius,IoT Device
SP-0703,545,2022-10-30 18:42:14,44.59,22.8,Celsius,Mobile App
SP-2946,546,2022-06-28 03:27:20,37.26,14.79,Fahrenheit,Mobile App
SP-9590,547,2022-01-12 15:42:01,-32.39,71.93,Celsius,IoT Device
SP-7873,548,2022-06-30 04:17:11,37.59,69.25,Fahrenheit,Mobile App
SP-9271,549,2022-06-03 09:23:48,8.06,99.75,Celsius,Mobile App
SP-4551,550,2022-12-07 16:23:43,-12.78,58.93,Celsius,Weather Station
SP-1496,551,2022-03-08 09:20:41,-12.57,8.81,Celsius,IoT Device
SP-8014,552,2022-12-18 10:47:36,15.42,72.78,Celsius,Weather Station
SP-4986,553,2022-03-13 22:34:53,-20.29,71.63,Fahrenheit,Mobile App
SP-0576,554,2022-07-03 02:14:05,15.69,25.23,Celsius,Weather Station
SP-0932,555,2022-03-20 18:06:11,-11.74,92.72,Celsius,Weather Station
SP-2228,556,2022-05-05 13:57:40,4.08,74.99,Fahrenheit,IoT Device
SP-0238,557,2022-12-04 15:16:32,-10.75,94.27,Celsius,IoT Device
SP-7091,558,2022-03-25 23:07:01,43.17,12.4,Fahrenheit,Weather Station
SP-7428,559,2022-02-14 23:45:13,27.93,73.09,Celsius,IoT Device
SP-7600,560,2022-01-03 07:12:13,40.72,80.86,Celsius,Weather Station
SP-8596,561,2022-08-01 18:22:47,29.93,84.03,Celsius,IoT Device
SP-2893,562,2022-01-21 10:24:40,-28.43,77.77,Fahrenheit,Mobile App
SP-9597,563,2022-02-04 15:39:57,-35.85,25.53,Celsius,Weather Station
SP-7805,564,2022-10-10 02:15:59,-38.17,52.52,Fahrenheit,IoT Device
SP-3792,565,2022-12-15 05:36:13,2.91,23.7,Fahrenheit,Mobile App
SP-3103,566,2022-03-29 16:04:43,34.83,72.14,Celsius,IoT Device
SP-0567,567,2022-08-10 07:08:41,25.09,62.85,Fahrenheit,Weather Station
SP-8861,568,2022-08-09 19:17:24,14.53,75.73,Fahrenheit,Mobile App
SP-1483,569,2022-04-06 10:04:48,-34.47,94.81,Fahrenheit,IoT Device
SP-2568,570,2022-04-01 14:45:37,-42.25,7.1,Fahrenheit,IoT Device
SP-6470,571,2022-01-09 23:10:59,2.63,94.01,Celsius,Mobile App
SP-8029,572,2022-05-17 09:47:45,46.07,21.29,Celsius,Weather Station
SP-2896,573,2022-01-25 02:41:54,29.26,96.43,Celsius,IoT Device
SP-8033,574,2022-10-05 05:30:03,-15.9,99.43,Fahrenheit,Weather Station
SP-1208,575,2022-10-02 11:32:18,-21.42,65.72,Celsius,Weather Station
SP-8837,576,2022-11-23 02:15:42,16.62,31.88,Fahrenheit,Mobile App
SP-6420,577,2022-08-21 03:35:26,40.83,22.24,Fahrenheit,Weather Station
SP-9731,578,2022-12-04 21:38:40,-7.67,58.41,Fahrenheit,IoT Device
SP-0145,579,2022-06-30 07:40:07,-8.55,96.7,Celsius,Mobile App
SP-0080,580,2022-04-06 20:04:51,5.33,41.15,Fahrenheit,IoT Device
SP-0115,581,2022-12-09 19:06:14,40.17,68.9,Fahrenheit,IoT Device
SP-0265,582,2022-09-27 13:46:15,25.38,80.35,Fahrenheit,Mobile App
SP-0652,583,2022-09-16 12:59:23,47.8,43.86,Fahrenheit,Weather Station
SP-3772,584,2022-03-12 13:52:04,28.18,94.79,Fahrenheit,IoT Device
SP-1187,585,2022-10-26 16:19:49,32.49,27.47,Fahrenheit,Mobile App
SP-7741,586,2022-05-20 13:27:34,-19.3,9.56,Celsius,Mobile App
SP-2601,587,2022-06-26 22:51:50,-24.32,0.33,Fahrenheit,IoT Device
SP-0495,588,2022-05-18 17:02:07,0.52,12.14,Fahrenheit,Mobile App
SP-5058,589,2022-05-13 16:53:39,14.58,21.33,Fahrenheit,IoT Device
SP-4692,590,2022-03-31 06:38:48,-48.6,89.98,Celsius,IoT Device
SP-4980,591,2022-11-21 10:22:39,6.49,85.05,Celsius,Weather Station
SP-5767,592,2022-09-21 16:57:29,4.43,93.3,Celsius,IoT Device
SP-1316,593,2022-10-07 02:02:11,-15.38,17.43,Fahrenheit,Weather Station
SP-5840,594,2022-06-18 21:30:02,21.12,4.46,Fahrenheit,Mobile App
SP-6268,595,2022-04-19 18:54:01,-49.79,64.34,Fahrenheit,Mobile App
SP-3273,596,2022-08-22 01:48:28,-39.96,25.94,Fahrenheit,Weather Station
SP-4465,597,2022-07-02 21:41:25,-10.47,99.62,Fahrenheit,Weather Station
SP-0348,598,2022-03-19 17:22:37,-40.93,53.88,Celsius,Mobile App
SP-7321,599,2022-08-14 16:22:48,-42.36,41.99,Celsius,IoT Device
SP-2941,600,2022-01-03 12:50:07,-23.08,20.37,Fahrenheit,Mobile App
SP-5902,601,2022-03-16 12:15:43,-37.9,37.87,Fahrenheit,Weather Station
SP-7423,602,2022-07-03 23:01:54,-5.34,80.89,Fahrenheit,Mobile App
SP-2810,603,2022-11-19 03:58:05,-4.32,23.09,Celsius,IoT Device
SP-8438,604,2022-06-16 09:08:32,-0.58,33.23,Celsius,IoT Device
SP-8237,605,2022-10-22 15:32:57,-36.55,73.59,Fahrenheit,Mobile App
SP-8242,606,2022-11-03 16:33:41,33.08,17.39,Fahrenheit,IoT Device
SP-3531,607,2022-08-02 18:29:49,37.13,96.71,Celsius,Weather Station
SP-0778,608,2022-11-12 16:18:44,-49.06,21.21,Fahrenheit,IoT Device
SP-6807,609,2022-12-11 02:35:59,37.99,81.92,Fahrenheit,Weather Station
SP-3339,610,2022-10-22 14:03:21,38.33,3.24,Celsius,IoT Device
SP-2289,611,2022-01-13 19:49:43,21.55,35.43,Fahrenheit,Weather Station
SP-9357,612,2022-08-04 16:34:08,42.67,60.83,Celsius,Mobile App
SP-1858,613,2022-12-06 08:48:20,34.57,49.6,Fahrenheit,IoT Device
SP-0437,614,2022-07-09 02:18:18,-3.02,95.27,Fahrenheit,Weather Station
SP-0349,615,2022-07-30 21:40:52,-31.61,9.51,Fahrenheit,Mobile App
SP-7661,616,2022-02-22 06:25:18,-47.54,41.93,Celsius,Mobile App
SP-8756,617,2022-05-15 07:22:56,-40.77,90.86,Fahrenheit,Mobile App
SP-4796,618,2022-05-09 08:34:53,20.95,14.27,Fahrenheit,IoT Device
SP-9023,619,2022-02-15 21:27:26,0.13,74.27,Celsius,Weather Station
SP-8963,620,2022-08-22 08:08:51,-35.0,46.54,Fahrenheit,Weather Station
SP-4960,621,2022-04-01 03:14:06,-41.85,44.63,Celsius,Weather Station
SP-4765,622,2022-09-15 12:05:56,31.97,45.26,Fahrenheit,Weather Station
SP-0524,623,2022-06-13 02:07:13,3.73,18.45,Celsius,Weather Station
SP-9809,624,2022-05-27 09:02:50,39.07,97.81,Fahrenheit,Weather Station
SP-6633,625,2022-06-14 12:26:27,24.64,7.36,Celsius,Weather Station
SP-9730,626,2022-11-07 16:44:37,8.76,83.21,Celsius,Mobile App
SP-0444,627,2022-07-03 05:10:50,37.27,44.35,Celsius,IoT Device
SP-9398,628,2022-10-27 18:23:04,-19.01,80.28,Fahrenheit,Weather Station
SP-8209,629,2022-10-24 14:11:52,31.69,67.58,Fahrenheit,IoT Device
SP-8405,630,2022-11-08 17:11:48,7.83,63.64,Celsius,IoT Device
SP-9190,631,2022-10-05 19:05:54,41.08,55.44,Fahrenheit,Weather Station
SP-5005,632,2022-05-22 20:41:43,40.1,96.93,Celsius,IoT Device
SP-1197,633,2022-10-16 21:03:50,36.84,46.88,Celsius,Weather Station
SP-3827,634,2022-03-03 08:10:02,-2.79,30.82,Fahrenheit,Weather Station
SP-6614,635,2022-12-21 07:27:55,4.44,71.5,Fahrenheit,IoT Device
SP-6035,636,2022-11-08 13:55:31,37.78,80.57,Celsius,IoT Device
SP-0862,637,2022-05-13 03:30:10,22.63,56.23,Fahrenheit,Mobile App
SP-3238,638,2022-03-17 09:03:41,26.14,95.62,Fahrenheit,Mobile App
SP-2293,639,2022-11-19 02:11:05,19.23,91.1,Celsius,Weather Station
SP-6039,640,2022-02-26 03:11:54,-45.05,59.05,Fahrenheit,IoT Device
SP-1249,641,2022-01-01 00:40:55,20.32,70.96,Celsius,IoT Device
SP-5150,642,2022-05-06 07:57:34,47.32,39.23,Fahrenheit,Weather Station
SP-7563,643,2022-08-12 04:58:13,-38.56,78.14,Celsius,IoT Device
SP-8025,644,2022-05-27 08:19:42,-46.44,99.37,Celsius,Weather Station
SP-6644,645,2022-01-16 08:39:48,46.8,80.78,Celsius,Weather Station
SP-0751,646,2022-09-12 07:09:56,37.36,26.57,Fahrenheit,Weather Station
SP-5113,647,2022-11-27 00:09:00,-46.86,74.84,Celsius,Mobile App
SP-6524,648,2022-08-19 18:25:40,-43.27,99.22,Fahrenheit,Weather Station
SP-4220,649,2022-05-05 13:48:33,-4.19,91.09,Fahrenheit,IoT Device
SP-8021,650,2022-02-19 13:10:51,17.63,88.67,Fahrenheit,Weather Station
SP-2047,651,2022-06-08 06:16:38,-28.38,90.35,Fahrenheit,Mobile App
SP-6953,652,2022-11-17 14:16:31,12.8,0.21,Fahrenheit,Mobile App
SP-8912,653,2022-01-05 12:17:13,-29.89,16.43,Celsius,Weather Station
SP-1806,654,2022-06-20 19:48:56,-8.29,69.11,Fahrenheit,Weather Station
SP-4545,655,2022-09-27 13:40:44,33.9,14.85,Fahrenheit,Mobile App
SP-8363,656,2022-11-02 07:05:14,-26.51,35.42,Celsius,Mobile App
SP-3758,657,2022-04-25 20:19:39,-11.97,2.38,Fahrenheit,Mobile App
SP-9668,658,2022-11-17 13:11:51,6.48,94.4,Celsius,IoT Device
SP-1598,659,2022-10-03 01:47:49,-38.3,78.66,Celsius,Weather Station
SP-3423,660,2022-01-20 11:19:10,10.75,37.1,Fahrenheit,IoT Device
SP-9240,661,2022-09-01 10:22:13,-13.04,78.59,Celsius,Mobile App
