ShiptmentID,TemperatureID,DateTimeStemp,Temperature,Humidity,TemperatureUnit,Source
SP-8150,333,2022-09-17 13:04:45,-2.59,59.73,Fahrenheit,Weather Station
SP-9557,334,2022-08-05 06:33:18,6.11,79.11,Celsius,Mobile App
SP-7196,335,2022-07-14 13:36:22,15.69,1.1,Celsius,IoT Device
SP-6690,336,2022-04-18 13:59:41,43.83,65.45,Celsius,Weather Station
SP-9344,337,2022-04-13 09:50:07,15.78,4.84,Celsius,Mobile App
SP-5406,338,2022-05-07 20:57:16,-19.69,83.94,Celsius,IoT Device
SP-2671,339,2022-11-17 04:58:56,18.69,78.54,Celsius,Weather Station
SP-4618,340,2022-08-16 01:12:27,-20.4,63.81,Celsius,Mobile App
SP-4608,341,2022-02-22 10:40:40,-44.7,92.5,Celsius,IoT Device
SP-9195,342,2022-04-29 17:05:49,-4.18,76.57,Fahrenheit,Mobile App
SP-1535,343,2022-01-11 14:25:19,24.6,47.64,Celsius,Weather Station
SP-4370,344,2022-04-02 07:53:38,8.04,69.57,Fahrenheit,IoT Device
SP-2124,345,2022-06-12 13:51:27,-41.88,82.44,Celsius,Weather Station
SP-4251,346,2022-07-25 20:23:10,-5.37,72.23,Fahrenheit,Weather Station
SP-8769,347,2022-05-03 13:17:26,-34.69,37.24,Fahrenheit,Weather Station
SP-7258,348,2022-08-11 23:07:36,-39.08,85.36,Fahrenheit,Mobile App
SP-9747,349,2022-05-19 06:39:16,20.33,49.83,Fahrenheit,Weather Station
SP-0660,350,2022-04-04 17:58:51,-14.45,67.31,Fahrenheit,IoT Device
SP-5279,351,2022-10-07 18:53:30,49.39,0.62,Celsius,Mobile App
SP-6160,352,2022-05-30 01:31:03,-1.2,78.99,Celsius,IoT Device
SP-5765,353,2022-11-23 08:46:38,-25.74,65.29,Celsius,Weather Station
SP-7754,354,2022-12-12 14:42:50,-15.64,77.0,Fahrenheit,Mobile App
SP-2079,355,2022-08-01 17:57:20,-45.27,12.22,Fahrenheit,Weather Station
SP-6823,356,2022-12-08 21:12:52,-7.74,61.2,Celsius,Mobile App
SP-9471,357,2022-12-19 18:50:59,15.04,96.72,Celsius,IoT Device
SP-6467,358,2022-03-16 15:39:39,5.17,9.05,Celsius,Weather Station
SP-7340,359,2022-08-06 07:14:11,28.92,24.36,Celsius,Mobile App
SP-2314,360,2022-07-31 19:31:57,17.38,45.84,Celsius,Mobile App
SP-0506,361,2022-12-30 11:31:15,12.99,2.23,Fahrenheit,Mobile App
SP-7570,362,2022-04-15 01:56:55,-10.08,33.91,Fahrenheit,Weather Station
SP-2049,363,2022-11-15 21:55:29,-45.02,49.57,Fahrenheit,IoT Device
SP-1943,364,2022-12-17 11:38:43,-33.91,92.3,Celsius,IoT Device
SP-0434,365,2022-07-31 03:10:51,-12.73,97.03,Celsius,IoT Device
SP-8948,366,2022-02-01 18:53:11,42.33,91.02,Celsius,Mobile App
SP-0524,367,2022-07-22 12:13:22,13.59,30.64,Celsius,Weather Station
SP-3762,368,2022-03-22 10:08:58,15.56,37.68,Celsius,Mobile App
SP-5020,369,2022-11-30 20:09:46,14.32,87.12,Fahrenheit,IoT Device
SP-6259,370,2022-01-22 20:49:37,27.51,13.1,Fahrenheit,IoT Device
SP-1051,371,2022-05-07 04:09:08,-2.35,53.55,Celsius,IoT Device
SP-5095,372,2022-05-14 13:43:44,-30.77,29.57,Fahrenheit,IoT Device
SP-4904,373,2022-10-05 13:20:05,5.8,56.47,Fahrenheit,Weather Station
SP-7640,374,2022-12-01 22:33:07,-16.05,2.24,Celsius,Weather Station
SP-5211,375,2022-10-24 19:55:28,-45.93,19.37,Celsius,IoT Device
SP-9190,376,2022-05-14 05:25:34,43.09,24.11,Fahrenheit,Mobile App
SP-5157,377,2022-05-12 14:51:27,-31.99,54.16,Celsius,IoT Device
SP-7822,378,2022-12-23 20:33:58,29.68,47.03,Fahrenheit,Mobile App
SP-1174,379,2022-12-08 09:57:20,28.24,36.51,Celsius,IoT Device
SP-7827,380,2022-10-22 02:54:29,-17.44,75.0,Fahrenheit,Weather Station
SP-7553,381,2022-05-15 16:51:32,28.65,43.38,Celsius,IoT Device
SP-7498,382,2022-03-09 20:18:13,-0.53,98.41,Fahrenheit,Weather Station
SP-0906,383,2022-04-01 10:07:08,-18.99,28.24,Celsius,Weather Station
SP-5551,384,2022-06-01 06:27:59,-7.75,85.82,Fahrenheit,IoT Device
SP-0893,385,2022-06-26 17:41:34,20.91,40.31,Fahrenheit,IoT Device
SP-4446,386,2022-08-23 05:13:37,-19.84,71.1,Celsius,Weather Station
SP-9969,387,2022-10-08 23:41:45,-43.51,32.16,Celsius,Mobile App
SP-4805,388,2022-03-11 00:19:21,-24.13,85.78,Celsius,Weather Station
SP-7424,389,2022-04-24 09:00:43,12.58,74.58,Celsius,Mobile App
SP-8333,390,2022-09-06 11:46:23,9.5,7.77,Fahrenheit,Weather Station
SP-4225,391,2022-01-15 04:12:03,-0.56,36.99,Fahrenheit,Weather Station
SP-5279,392,2022-08-10 12:16:57,-28.78,98.46,Fahrenheit,IoT Device
SP-0067,393,2022-11-17 14:58:56,-21.27,89.29,Fahrenheit,Mobile App
SP-6252,394,2022-12-07 09:29:32,39.96,79.84,Celsius,Mobile App
SP-4850,395,2022-07-20 19:40:35,28.23,16.43,Fahrenheit,Mobile App
SP-3716,396,2022-03-11 04:39:01,-16.72,4.41,Celsius,Mobile App
SP-2994,397,2022-07-24 14:35:44,-30.73,87.9,Celsius,IoT Device
SP-0737,398,2022-01-31 01:28:46,-14.85,42.76,Celsius,Weather Station
SP-5165,399,2022-09-20 10:05:30,20.94,67.96,Celsius,IoT Device
SP-7943,400,2022-02-23 08:58:28,29.42,31.22,Fahrenheit,Mobile App
SP-9343,401,2022-12-30 17:10:46,4.04,13.22,Celsius,Weather Station
SP-3978,402,2022-09-04 16:46:53,19.04,21.87,Fahrenheit,Weather Station
SP-2196,403,2022-10-02 06:27:27,16.4,96.43,Fahrenheit,Mobile App
SP-2253,404,2022-03-22 15:28:28,8.78,72.82,Celsius,Weather Station
SP-3690,405,2022-11-09 04:27:04,24.55,23.67,Celsius,IoT Device
SP-3659,406,2022-02-03 00:45:44,48.24,33.27,Fahrenheit,Mobile App
SP-7851,407,2022-04-11 10:06:57,13.15,95.24,Celsius,Mobile App
SP-6652,408,2022-10-14 19:02:43,17.24,62.14,Celsius,Weather Station
SP-1529,409,2022-09-04 18:17:16,8.33,98.85,Celsius,IoT Device
SP-0844,410,2022-01-01 15:15:12,-39.19,12.36,Fahrenheit,IoT Device
SP-1744,411,2022-03-26 18:47:14,2.14,15.63,Fahrenheit,IoT Device
SP-9045,412,2022-05-03 06:47:53,48.07,55.29,Celsius,Mobile App
SP-1171,413,2022-02-17 01:31:36,-31.39,47.59,Celsius,Weather Station
SP-0741,414,2022-08-20 04:48:27,-11.4,90.79,Fahrenheit,Weather Station
SP-4190,415,2022-03-26 11:27:18,-23.12,8.0,Celsius,IoT Device
SP-4268,416,2022-07-19 03:12:19,44.12,54.1,Fahrenheit,IoT Device
SP-4661,417,2022-01-31 08:20:31,-46.79,97.49,Fahrenheit,IoT Device
SP-0780,418,2022-01-25 16:42:05,40.94,46.42,Celsius,Mobile App
SP-9021,419,2022-11-20 17:54:02,3.85,92.26,Fahrenheit,Weather Station
SP-0736,420,2022-03-09 08:00:00,-38.0,23.5,Fahrenheit,IoT Device
SP-1963,421,2022-11-18 20:04:33,-13.72,15.48,Celsius,IoT Device
SP-4651,422,2022-04-30 07:32:30,-47.97,70.5,Fahrenheit,IoT Device
SP-8797,423,2022-11-06 04:46:29,32.1,31.5,Celsius,IoT Device
SP-5249,424,2022-10-27 14:38:11,30.24,93.57,Celsius,Weather Station
SP-6326,425,2022-09-08 04:17:43,-38.6,14.3,Celsius,Weather Station
SP-1541,426,2022-01-30 00:32:47,32.39,76.74,Fahrenheit,Weather Station
SP-4915,427,2022-07-13 19:04:20,1.49,99.66,Fahrenheit,IoT Device
SP-2315,428,2022-08-22 23:54:29,-28.85,17.4,Celsius,IoT Device
SP-6427,429,2022-03-25 17:26:50,-20.1,52.84,Celsius,IoT Device
SP-9337,430,2022-10-28 18:55:01,-32.95,0.32,Fahrenheit,Weather Station
SP-2308,431,2022-11-24 04:36:28,-38.92,60.91,Fahrenheit,IoT Device
SP-6034,432,2022-12-01 20:30:14,-16.87,59.39,Celsius,Mobile App
SP-6175,433,2022-04-29 07:00:43,-44.16,41.23,Celsius,Weather Station
SP-9190,434,2022-05-13 18:16:24,20.39,42.4,Fahrenheit,IoT Device
SP-5917,435,2022-03-15 12:05:14,7.86,67.01,Celsius,Mobile App
SP-1761,436,2022-05-04 17:38:07,8.06,18.29,Celsius,IoT Device
SP-7238,437,2022-05-15 12:43:59,-14.11,54.66,Celsius,Weather Station
SP-2100,438,2022-11-23 12:58:38,14.54,16.89,Fahrenheit,IoT Device
SP-0934,439,2022-08-08 19:21:58,-43.13,57.77,Celsius,IoT Device
SP-4969,440,2022-02-18 18:58:36,27.4,22.52,Fahrenheit,Mobile App
SP-0021,441,2022-05-21 06:27:27,4.59,25.41,Fahrenheit,Weather Station
SP-6983,442,2022-11-05 12:07:03,0.61,63.28,Celsius,Weather Station
SP-7337,443,2022-07-13 06:29:16,-4.5,69.17,Celsius,Weather Station
SP-2469,444,2022-06-29 16:40:26,48.44,31.24,Fahrenheit,Mobile App
SP-3396,445,2022-03-01 03:51:37,39.21,61.48,Celsius,Weather Station
SP-8185,446,2022-01-06 08:45:26,27.81,22.95,Fahrenheit,Weather Station
SP-7205,447,2022-02-14 14:03:11,46.06,15.98,Fahrenheit,IoT Device
SP-8825,448,2022-06-12 04:29:25,-48.33,34.5,Fahrenheit,IoT Device
SP-1252,449,2022-08-30 10:40:14,-35.67,65.08,Fahrenheit,Weather Station
SP-8269,450,2022-04-06 18:13:35,-1.26,19.29,Fahrenheit,Weather Station
SP-1399,451,2022-03-10 16:07:39,-42.31,53.74,Fahrenheit,Mobile App
SP-1864,452,2022-04-03 09:11:37,-34.69,78.26,Fahrenheit,Weather Station
SP-2129,453,2022-10-08 14:46:05,7.41,60.23,Celsius,Weather Station
SP-5745,454,2022-04-30 17:43:56,42.59,46.76,Celsius,Weather Station
SP-4063,455,2022-06-13 16:04:44,-40.21,15.39,Fahrenheit,Mobile App
SP-4590,456,2022-11-05 03:31:28,0.32,47.24,Fahrenheit,IoT Device
SP-6891,457,2022-10-30 23:07:11,49.87,89.62,Fahrenheit,Weather Station
SP-8034,458,2022-02-10 14:36:33,-11.14,79.38,Celsius,Weather Station
SP-4239,459,2022-05-17 07:53:00,39.87,35.53,Celsius,Weather Station
SP-4696,460,2022-07-11 02:55:38,-5.98,60.23,Fahrenheit,Weather Station
SP-1697,461,2022-10-09 09:49:52,-38.36,38.36,Celsius,IoT Device
SP-7106,462,2022-07-31 07:27:30,33.01,89.62,Celsius,IoT Device
SP-5302,463,2022-05-26 08:01:52,31.89,78.23,Celsius,IoT Device
SP-8194,464,2022-11-22 03:04:32,15.77,82.55,Fahrenheit,IoT Device
SP-7905,465,2022-04-19 03:59:15,23.35,83.56,Fahrenheit,Weather Station
SP-3327,466,2022-06-23 04:31:26,13.11,89.97,Celsius,Weather Station
SP-8930,467,2022-11-16 19:58:36,44.32,51.05,Celsius,IoT Device
SP-2941,468,2022-11-25 02:50:36,23.98,61.61,Fahrenheit,Weather Station
SP-6992,469,2022-09-21 16:03:39,-17.33,79.83,Celsius,Mobile App
SP-3985,470,2022-03-20 18:42:34,8.45,33.6,Fahrenheit,Weather Station
SP-1033,471,2022-12-16 19:05:22,10.43,35.71,Fahrenheit,Weather Station
SP-0066,472,2022-12-22 02:19:09,-36.42,36.28,Fahrenheit,IoT Device
SP-4450,473,2022-01-19 15:17:45,29.79,90.81,Fahrenheit,IoT Device
SP-2362,474,2022-01-14 13:34:17,27.58,74.64,Fahrenheit,Weather Station
SP-8291,475,2022-12-19 02:24:06,-11.63,8.96,Fahrenheit,Weather Station
SP-8947,476,2022-12-25 07:00:25,8.22,22.64,Celsius,Weather Station
SP-5930,477,2022-07-20 16:39:27,-22.31,29.84,Fahrenheit,Mobile App
SP-3077,478,2022-07-02 17:14:49,-35.21,40.86,Celsius,Mobile App
SP-8655,479,2022-05-22 18:11:25,33.12,1.77,Fahrenheit,IoT Device
SP-7005,480,2022-03-16 03:10:27,43.59,5.7,Celsius,Mobile App
SP-6398,481,2022-06-29 09:04:25,-15.77,97.25,Fahrenheit,Weather Station
SP-2912,482,2022-10-18 10:02:37,40.04,24.05,Fahrenheit,Mobile App
SP-9814,483,2022-09-28 08:41:04,-14.91,93.23,Fahrenheit,Weather Station
SP-0315,484,2022-10-07 08:25:01,18.91,44.42,Fahrenheit,Mobile App
SP-3578,485,2022-08-15 22:55:02,-49.44,64.28,Celsius,Mobile App
SP-9208,486,2022-02-18 04:16:44,34.35,45.63,Celsius,Weather Station
SP-1855,487,2022-02-21 12:13:38,-43.1,5.14,Celsius,Weather Station
SP-6566,488,2022-09-10 23:53:57,-36.08,0.24,Fahrenheit,IoT Device
SP-2497,489,2022-03-15 01:37:26,-9.78,80.07,Celsius,Mobile App
SP-0725,490,2022-05-08 13:53:24,-30.1,30.82,Fahrenheit,IoT Device
SP-9354,491,2022-01-18 23:27:39,-39.68,21.04,Celsius,Mobile App
SP-4415,492,2022-07-13 19:20:20,-6.55,33.45,Celsius,Weather Station
SP-5426,493,2022-07-06 23:35:34,46.44,34.66,Celsius,IoT Device
SP-3099,494,2022-01-20 15:39:14,13.25,12.95,Celsius,IoT Device
SP-2035,495,2022-07-27 04:46:23,-18.96,94.26,Fahrenheit,Weather Station
SP-4998,496,2022-11-01 05:08:30,-27.02,97.52,Fahrenheit,Mobile App
SP-8629,497,2022-07-05 06:58:52,36.19,95.87,Celsius,Weather Station
SP-2639,498,2022-12-10 02:33:59,26.4,30.16,Fahrenheit,Mobile App
SP-4175,499,2022-05-08 01:48:43,-7.67,53.35,Fahrenheit,Mobile App
SP-0958,500,2022-05-03 06:47:22,33.28,50.07,Fahrenheit,Weather Station
SP-8269,501,2022-02-10 14:05:01,3.12,15.46,Fahrenheit,Weather Station
SP-0992,502,2022-02-17 11:33:13,19.9,7.86,Fahrenheit,IoT Device
SP-7816,503,2022-07-12 22:23:45,-21.71,82.54,Fahrenheit,Mobile App
SP-6903,504,2022-12-24 09:51:12,12.81,20.51,Fahrenheit,Weather Station
SP-9613,505,2022-10-28 08:24:58,48.6,62.93,Fahrenheit,Weather Station
SP-4342,506,2022-07-29 01:51:52,-1.64,53.81,Fahrenheit,Mobile App
SP-6404,507,2022-05-28 17:43:39,49.8,16.99,Celsius,Weather Station
SP-7143,508,2022-03-07 03:03:42,33.58,25.03,Fahrenheit,Weather Station
SP-2663,509,2022-05-02 06:41:37,35.29,67.57,Fahrenheit,Mobile App
SP-6454,510,2022-02-12 15:59:50,-29.9,84.57,Celsius,Weather Station
SP-7810,511,2022-06-01 08:38:37,-14.18,63.44,Fahrenheit,IoT Device
SP-3834,512,2022-01-27 00:57:50,28.72,83.56,Fahrenheit,Weather Station
SP-5487,513,2022-01-05 16:29:42,38.68,58.0,Fahrenheit,IoT Device
SP-8043,514,2022-04-04 01:42:36,-33.15,26.44,Fahrenheit,IoT Device
SP-0084,515,2022-11-11 15:55:09,45.03,54.57,Fahrenheit,Mobile App
SP-3271,516,2022-07-14 18:12:02,19.01,8.1,Celsius,IoT Device
SP-6454,517,2022-10-17 20:10:38,-2.48,54.34,Celsius,Weather Station
SP-2877,518,2022-09-01 12:46:11,-35.38,7.01,Celsius,Weather Station
SP-8101,519,2022-01-27 11:19:55,18.92,15.81,Celsius,Mobile App
SP-2035,520,2022-10-29 16:48:14,11.33,54.79,Fahrenheit,Mobile App
SP-3140,521,2022-09-13 10:19:09,17.22,27.38,Celsius,IoT Device
SP-8619,522,2022-06-07 13:07:28,48.27,25.05,Celsius,IoT Device
SP-5501,523,2022-08-12 22:27:32,11.65,80.81,Fahrenheit,Weather Station
SP-9515,524,2022-10-31 19:20:20,24.56,33.27,Celsius,IoT Device
SP-6504,525,2022-11-06 15:47:56,36.52,12.3,Fahrenheit,IoT Device
SP-5960,526,2022-12-20 13:35:12,-24.69,6.56,Fahrenheit,Mobile App
SP-9195,527,2022-12-25 22:09:03,2.21,72.53,Celsius,IoT Device
SP-2452,528,2022-06-21 20:33:18,-2.56,84.13,Fahrenheit,Mobile App
SP-6739,529,2022-10-12 10:57:28,1.67,78.65,Fahrenheit,Mobile App
SP-8502,530,2022-09-29 20:28:55,-2.02,68.1,Fahrenheit,Weather Station
SP-3369,531,2022-08-15 18:30:49,-13.36,83.17,Fahrenheit,Mobile App
SP-4988,532,2022-11-18 15:00:24,38.66,23.14,Celsius,Weather Station
SP-5733,533,2022-08-01 02:10:54,-21.16,69.65,Fahrenheit,IoT Device
SP-9823,534,2022-08-21 01:03:12,40.39,22.77,Fahrenheit,IoT Device
SP-6345,535,2022-05-20 17:10:08,-39.06,9.41,Fahrenheit,IoT Device
SP-6645,536,2022-02-09 09:42:24,-12.24,44.08,Celsius,IoT Device
SP-8485,537,2022-02-02 07:06:40,-18.33,8.97,Fahrenheit,IoT Device
SP-5883,538,2022-10-28 07:44:09,45.81,70.6,Celsius,Weather Station
SP-6947,539,2022-06-14 03:07:58,-14.91,77.48,Fahrenheit,Weather Station
SP-7476,540,2022-04-11 04:06:04,1.52,34.5,Fahrenheit,IoT Device
SP-0328,541,2022-04-25 12:12:43,21.41,92.54,Celsius,Weather Station
SP-7378,542,2022-03-17 21:53:06,36.91,82.72,Celsius,IoT Device
SP-6968,543,2022-09-13 22:57:37,-14.58,36.97,Fahrenheit,IoT Device
SP-4162,544,2022-11-12 08:29:18,-36.32,8.29,Celsius,Weather Station
SP-4956,545,2022-07-26 15:11:07,34.4,49.48,Fahrenheit,Mobile App
SP-6658,546,2022-07-19 21:58:14,41.95,21.81,Celsius,Mobile App
SP-6126,547,2022-10-18 01:24:13,-47.01,97.42,Fahrenheit,Weather Station
SP-4903,548,2022-04-16 01:51:29,36.88,26.81,Fahrenheit,Weather Station
SP-6924,549,2022-01-18 00:35:11,4.18,33.1,Fahrenheit,Mobile App
SP-8503,550,2022-09-13 10:43:15,-46.99,38.55,Fahrenheit,Mobile App
SP-7492,551,2022-01-24 07:44:29,15.39,7.93,Fahrenheit,Mobile App
SP-9842,552,2022-02-15 00:37:15,-40.98,80.51,Fahrenheit,IoT Device
SP-3437,553,2022-04-01 23:07:14,-38.55,8.1,Celsius,Weather Station
SP-7102,554,2022-05-01 06:17:57,45.75,1.08,Fahrenheit,Weather Station
SP-3853,555,2022-11-30 13:35:05,39.8,50.05,Celsius,Mobile App
SP-1203,556,2022-02-04 05:09:05,42.93,35.54,Celsius,Mobile App
SP-2597,557,2022-11-15 01:07:46,-31.9,67.48,Fahrenheit,IoT Device
SP-6107,558,2022-11-21 21:51:21,-37.19,19.46,Fahrenheit,IoT Device
SP-6012,559,2022-09-19 07:50:51,-17.39,57.33,Celsius,Mobile App
SP-2002,560,2022-09-18 20:49:01,5.89,71.46,Fahrenheit,IoT Device
SP-7006,561,2022-03-22 06:57:42,21.06,43.58,Fahrenheit,IoT Device
SP-4161,562,2022-07-27 07:37:06,43.04,43.35,Fahrenheit,Mobile App
SP-3463,563,2022-01-05 07:38:04,-31.45,4.68,Fahrenheit,IoT Device
SP-2802,564,2022-07-27 12:41:04,-11.53,80.0,Celsius,IoT Device
SP-2502,565,2022-04-16 07:41:53,1.17,76.92,Celsius,IoT Device
SP-6819,566,2022-11-19 09:45:34,-2.67,70.32,Fahrenheit,IoT Device
SP-8206,567,2022-04-02 02:14:10,-30.06,88.53,Celsius,Mobile App
SP-8985,568,2022-01-20 08:47:35,11.46,78.63,Fahrenheit,Mobile App
SP-5511,569,2022-03-22 21:29:28,-17.54,43.14,Celsius,Weather Station
SP-9392,570,2022-05-30 08:08:01,-9.79,96.58,Fahrenheit,IoT Device
SP-3794,571,2022-04-19 08:32:20,-15.45,72.22,Fahrenheit,IoT Device
SP-9749,572,2022-01-17 03:58:14,-25.61,70.71,Celsius,Weather Station
SP-7411,573,2022-03-14 13:50:38,-28.47,51.15,Celsius,Weather Station
SP-1229,574,2022-01-21 13:46:26,7.92,59.47,Celsius,Mobile App
SP-9593,575,2022-10-24 23:19:05,35.0,53.5,Celsius,Mobile App
SP-1780,576,2022-02-15 05:19:26,39.18,27.64,Fahrenheit,IoT Device
SP-5762,577,2022-05-29 13:21:40,37.0,69.47,Fahrenheit,Weather Station
SP-4047,578,2022-05-05 16:06:01,36.49,98.05,Fahrenheit,Mobile App
SP-0410,579,2022-02-17 14:56:49,-33.49,46.95,Celsius,IoT Device
SP-9490,580,2022-01-22 22:09:38,-25.21,75.16,Fahrenheit,IoT Device
SP-1950,581,2022-03-08 17:51:04,34.89,80.74,Celsius,Mobile App
SP-6452,582,2022-12-20 13:46:28,29.05,73.34,Fahrenheit,IoT Device
SP-9322,583,2022-04-01 18:35:54,-14.05,46.48,Celsius,IoT Device
SP-8287,584,2022-05-28 22:48:02,15.77,71.38,Fahrenheit,IoT Device
SP-5208,585,2022-07-25 12:56:53,36.57,37.85,Fahrenheit,IoT Device
SP-0743,586,2022-11-17 20:02:00,6.27,10.12,Fahrenheit,Weather Station
SP-3612,587,2022-05-10 15:19:20,-17.04,26.0,Fahrenheit,Mobile App
SP-8989,588,2022-03-21 11:10:16,-25.74,40.3,Fahrenheit,Weather Station
SP-9183,589,2022-08-24 16:28:27,-7.59,39.59,Fahrenheit,IoT Device
SP-2031,590,2022-06-05 00:53:10,37.03,45.26,Fahrenheit,Weather Station
SP-5812,591,2022-04-11 09:26:23,-41.58,18.92,Fahrenheit,Mobile App
SP-4170,592,2022-11-19 16:04:31,5.92,60.47,Celsius,Mobile App
SP-9367,593,2022-05-13 10:54:17,-38.46,31.2,Fahrenheit,Weather Station
SP-5804,594,2022-07-08 08:26:31,20.84,48.2,Celsius,IoT Device
SP-1906,595,2022-01-14 13:26:05,46.26,36.3,Celsius,Weather Station
SP-8877,596,2022-11-28 08:52:41,48.47,69.42,Celsius,Mobile App
SP-1290,597,2022-04-10 12:56:59,13.35,39.48,Fahrenheit,Weather Station
SP-5863,598,2022-12-10 09:22:25,24.78,71.73,Fahrenheit,Mobile App
SP-6394,599,2022-06-04 15:03:34,-47.54,94.11,Celsius,IoT Device
SP-6386,600,2022-02-17 23:58:31,-21.01,54.02,Celsius,Mobile App
SP-5322,601,2022-02-05 03:31:52,-7.01,34.53,Celsius,IoT Device
SP-6584,602,2022-08-21 22:47:14,-35.07,67.05,Celsius,Mobile App
SP-6200,603,2022-11-02 11:24:14,-21.69,22.64,Fahrenheit,Weather Station
SP-8986,604,2022-07-06 09:35:22,38.22,64.69,Celsius,Mobile App
SP-1459,605,2022-08-20 07:57:41,29.21,95.53,Fahrenheit,Mobile App
SP-7986,606,2022-04-15 21:27:57,39.84,41.11,Fahrenheit,Weather Station
SP-6238,607,2022-06-12 06:54:29,-5.78,10.46,Celsius,Weather Station
SP-9708,608,2022-09-23 00:48:40,-6.99,43.0,Fahrenheit,Weather Station
SP-5303,609,2022-08-16 04:28:37,-26.4,97.74,Celsius,Mobile App
SP-1199,610,2022-08-31 01:14:40,27.64,64.45,Celsius,Weather Station
SP-2862,611,2022-12-04 15:48:55,10.91,88.72,Celsius,Weather Station
SP-4536,612,2022-06-11 15:04:52,32.44,12.05,Celsius,IoT Device
SP-6407,613,2022-09-19 16:23:12,-38.23,17.83,Fahrenheit,IoT Device
SP-9856,614,2022-08-09 21:45:49,-4.96,1.53,Celsius,Mobile App
SP-1501,615,2022-12-29 07:13:59,-36.94,86.72,Fahrenheit,IoT Device
SP-4789,616,2022-05-17 15:29:36,42.81,63.91,Fahrenheit,Mobile App
SP-2697,617,2022-10-24 22:15:22,-36.91,45.46,Fahrenheit,IoT Device
SP-2456,618,2022-05-25 14:31:34,13.26,28.68,Fahrenheit,Mobile App
SP-7019,619,2022-01-07 14:21:51,32.58,70.53,Fahrenheit,Mobile App
SP-5694,620,2022-07-13 19:05:30,25.29,17.32,Fahrenheit,Mobile App
SP-7684,621,2022-03-27 15:36:05,43.09,36.06,Celsius,Mobile App
SP-2124,622,2022-04-19 02:26:26,39.12,99.03,Fahrenheit,Weather Station
SP-3598,623,2022-09-02 07:54:28,25.52,31.88,Celsius,IoT Device
SP-0142,624,2022-06-13 07:21:15,-12.99,0.17,Fahrenheit,IoT Device
SP-4190,625,2022-03-05 09:14:16,-21.98,59.01,Celsius,Mobile App
SP-4118,626,2022-12-13 20:14:31,13.14,81.71,Celsius,Mobile App
SP-2187,627,2022-07-29 02:07:21,-35.84,1.98,Fahrenheit,Weather Station
SP-0909,628,2022-04-12 11:00:13,-41.21,81.52,Fahrenheit,Weather Station
SP-2611,629,2022-04-17 13:39:32,11.53,93.34,Fahrenheit,IoT Device
SP-5394,630,2022-05-31 05:08:27,-49.08,29.11,Fahrenheit,Weather Station
SP-8758,631,2022-06-23 01:40:55,-37.0,7.62,Fahrenheit,Weather Station
SP-8754,632,2022-01-12 05:59:53,21.23,93.44,Celsius,Weather Station
SP-1089,633,2022-11-17 08:54:38,-44.56,46.14,Fahrenheit,IoT Device
SP-2819,634,2022-07-22 15:53:52,23.51,70.79,Celsius,Mobile App
SP-8120,635,2022-09-23 11:09:14,-40.32,96.68,Fahrenheit,Mobile App
SP-5331,636,2022-03-09 18:42:48,-45.53,75.31,Fahrenheit,IoT Device
SP-1994,637,2022-11-12 11:18:54,-28.95,72.25,Celsius,Mobile App
SP-3311,638,2022-12-29 11:27:57,7.03,56.93,Fahrenheit,Weather Station
SP-8404,639,2022-03-15 20:49:11,-38.76,49.76,Celsius,Weather Station
SP-9592,640,2022-10-19 19:05:50,-28.35,49.22,Celsius,IoT Device
SP-0481,641,2022-03-11 22:01:14,-7.54,17.63,Celsius,IoT Device
SP-5101,642,2022-06-20 02:41:35,-5.87,78.17,Celsius,Weather Station
SP-4333,643,2022-08-26 02:34:23,10.72,2.93,Fahrenheit,Mobile App
SP-9599,644,2022-06-19 13:18:15,0.51,44.79,Fahrenheit,IoT Device
SP-1905,645,2022-03-17 02:29:11,-3.41,69.33,Celsius,Weather Station
SP-5081,646,2022-10-23 07:35:53,-7.72,45.14,Fahrenheit,Weather Station
SP-2998,647,2022-10-30 23:07:29,47.2,89.33,Celsius,IoT Device
SP-6959,648,2022-10-10 04:24:34,45.9,76.25,Fahrenheit,Weather Station
SP-6569,649,2022-03-22 06:05:55,-16.19,31.46,Celsius,Weather Station
SP-9280,650,2022-03-26 14:49:54,7.22,13.41,Celsius,Mobile App
SP-2137,651,2022-05-25 01:19:21,-6.89,93.66,Fahrenheit,Weather Station
SP-5179,652,2022-12-02 08:40:43,-4.03,3.95,Fahrenheit,Weather Station
SP-1297,653,2022-01-22 02:48:03,-43.7,25.86,Fahrenheit,Mobile App
SP-9340,654,2022-02-01 13:03:10,8.22,75.28,Fahrenheit,IoT Device
SP-3364,655,2022-06-09 18:16:11,-26.65,17.31,Fahrenheit,IoT Device
SP-0268,656,2022-11-24 10:36:01,26.86,25.07,Fahrenheit,Weather Station
SP-7569,657,2022-01-30 12:04:05,10.6,16.49,Celsius,Mobile App
SP-6870,658,2022-11-15 08:04:55,46.93,93.96,Celsius,Weather Station
SP-1207,659,2022-08-19 16:50:16,-33.79,59.57,Fahrenheit,IoT Device
SP-2791,660,2022-12-30 13:58:37,-0.21,17.09,Fahrenheit,Weather Station
SP-0720,661,2022-01-11 14:05:47,13.03,2.69,Celsius,Mobile App
SP-5429,662,2022-05-19 21:59:16,40.84,95.86,Celsius,IoT Device
SP-6207,663,2022-09-21 21:21:33,36.14,87.24,Celsius,IoT Device
