ShipmentID,OriginLocation,DestinationLocation,ShipmentDateTime,ExpectedArrivalDateTime,ShipmentStatus,ShipperId,ConsigneeId,ShipmentType,ContentsDescription,ReferTempMax,ReferTempMin
SP-2711,Durham WH,Nashville WH,2023-09-26 13:01:25,2023-10-26 13:31:33,Delayed,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Standard,Programmable value-added functionalities,52,15
SP-5929,Durham WH,Miami WH,2023-09-17 08:45:42,2023-10-25 06:34:23,Delivered,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Expedited,Synergistic neutral emulation,69,16
SP-7819,Miami WH,Nashville WH,2023-09-01 11:19:08,2023-10-30 13:41:31,Delayed,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Expedited,Integrated holistic hierarchy,53,14
SP-9799,New Orleans WH,Detroit WH,2023-09-02 05:12:10,2023-10-09 12:26:18,Delivered,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Hazardous,Vision-oriented encompassing pricing structure,61,16
SP-4799,New Orleans WH,Chicago WH,2023-09-15 20:33:43,2023-10-17 00:16:22,Delayed,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Expedited,Future-proofed full-range utilisation,58,28
SP-9035,Chicago WH,Chicago WH,2023-09-27 21:45:27,2023-10-01 12:08:33,Delivered,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Refrigerated,Progressive client-driven intranet,114,18
SP-2784,New Orleans WH,Chicago WH,2023-09-16 06:27:39,2023-10-04 11:45:39,Delivered,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Refrigerated,Pre-emptive tangible circuit,72,31
SP-6588,Detroit WH,Atlanta WH,2023-09-13 16:37:32,2023-10-06 13:49:58,Delivered,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Hazardous,Networked bi-directional process improvement,65,41
SP-7066,Durham WH,New Orleans WH,2023-09-22 02:09:13,2023-10-02 04:33:55,Delivered,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Refrigerated,Devolved intermediate service-desk,101,26
SP-5982,Atlanta WH,Durham WH,2023-09-05 04:17:13,2023-10-02 20:49:04,In Transit,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Expedited,Multi-layered regional ability,90,21
SP-0555,Atlanta WH,Atlanta WH,2023-09-14 21:14:26,2023-10-15 15:58:56,Delayed,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Hazardous,Future-proofed user-facing application,97,15
SP-6074,Durham WH,Chicago WH,2023-09-11 19:04:37,2023-10-18 11:14:12,In Transit,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Standard,Configurable intermediate encryption,85,16
SP-3872,New Orleans WH,Nashville WH,2023-09-22 01:24:52,2023-10-10 05:46:48,Delayed,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Hazardous,Polarised discrete benchmark,78,22
SP-0229,Miami WH,Miami WH,2023-09-16 23:46:47,2023-10-08 05:19:43,Delivered,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Standard,Configurable 3rd generation function,61,19
SP-0023,New Orleans WH,New Orleans WH,2023-09-08 10:39:28,2023-10-21 11:21:55,Delivered,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Expedited,Extended homogeneous throughput,86,18
SP-6015,Chicago WH,Chicago WH,2023-09-14 07:22:20,2023-10-25 05:37:04,Delayed,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Refrigerated,Advanced analyzing complexity,104,20
SP-1190,New Orleans WH,Detroit WH,2023-09-04 11:42:03,2023-10-23 02:24:27,In Transit,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Refrigerated,Total scalable implementation,107,21
SP-8652,Nashville WH,Detroit WH,2023-09-09 05:11:04,2023-10-14 12:00:37,Delivered,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Standard,Total explicit structure,87,30
SP-5873,New Orleans WH,New Orleans WH,2023-09-04 18:50:17,2023-10-20 05:38:06,Delayed,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Hazardous,Vision-oriented real-time protocol,89,20
SP-3624,Atlanta WH,Detroit WH,2023-09-15 12:06:45,2023-10-23 09:27:06,In Transit,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Refrigerated,Managed dynamic moderator,56,38
SP-8359,Miami WH,Atlanta WH,2023-09-06 09:51:19,2023-10-22 14:14:12,In Transit,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Standard,Devolved executive focus group,79,23
SP-9156,Miami WH,Nashville WH,2023-09-02 16:52:15,2023-10-05 13:39:25,Delayed,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Refrigerated,Digitized 24/7 parallelism,55,17
SP-2265,Miami WH,Nashville WH,2023-09-29 04:30:30,2023-10-17 16:30:13,Delivered,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Hazardous,Profit-focused modular projection,119,14
SP-5928,Miami WH,Atlanta WH,2023-09-01 15:36:20,2023-10-13 19:58:46,In Transit,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Hazardous,Inverse exuding extranet,48,39
SP-3167,New Orleans WH,Detroit WH,2023-09-25 22:31:19,2023-10-08 19:14:21,Delivered,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Refrigerated,Total full-range solution,92,34
SP-6302,Atlanta WH,Chicago WH,2023-09-22 07:32:29,2023-10-10 12:30:14,In Transit,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Standard,Pre-emptive encompassing knowledge user,97,20
SP-0467,New Orleans WH,Chicago WH,2023-09-04 02:04:23,2023-10-19 03:01:55,In Transit,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Hazardous,Programmable hybrid ability,94,23
SP-2067,Chicago WH,Miami WH,2023-09-13 21:47:50,2023-10-05 03:43:05,In Transit,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Hazardous,Visionary logistical flexibility,72,26
SP-6325,Miami WH,Chicago WH,2023-09-12 17:56:28,2023-10-08 17:40:57,Delayed,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Standard,Public-key well-modulated installation,70,35
SP-9122,Durham WH,New Orleans WH,2023-09-28 04:27:07,2023-10-24 09:56:28,In Transit,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Refrigerated,Realigned context-sensitive data-warehouse,86,16
SP-5644,Nashville WH,Durham WH,2023-09-13 00:28:59,2023-10-12 23:10:33,Delayed,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Hazardous,Multi-tiered global project,89,24
SP-2735,New Orleans WH,Durham WH,2023-09-17 13:26:38,2023-10-19 13:55:55,In Transit,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Refrigerated,Triple-buffered asymmetric secured line,105,19
SP-7580,New Orleans WH,Durham WH,2023-09-06 18:17:19,2023-10-04 15:22:49,In Transit,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Hazardous,Balanced local functionalities,110,18
SP-8685,Nashville WH,Detroit WH,2023-09-29 07:25:03,2023-10-05 23:55:33,In Transit,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Hazardous,Networked holistic conglomeration,91,13
SP-4327,New Orleans WH,Detroit WH,2023-09-10 17:07:02,2023-10-17 10:01:24,In Transit,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Refrigerated,Switchable reciprocal customer loyalty,77,19
SP-5563,New Orleans WH,Chicago WH,2023-09-24 03:34:30,2023-10-30 01:40:08,Delayed,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Hazardous,Cross-platform heuristic open system,96,36
SP-4352,Miami WH,Miami WH,2023-09-24 09:26:53,2023-10-22 11:22:52,Delivered,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Refrigerated,Profound contextually-based product,70,15
SP-0974,Miami WH,Durham WH,2023-09-26 03:57:04,2023-10-01 01:42:22,Delivered,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Standard,Persevering bottom-line analyzer,75,32
SP-2391,Durham WH,Chicago WH,2023-09-19 02:47:15,2023-10-19 04:43:54,Delayed,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Hazardous,Mandatory mobile extranet,113,42
SP-5747,Nashville WH,Miami WH,2023-09-12 06:55:39,2023-10-11 16:14:21,Delayed,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Expedited,Inverse methodical budgetary management,105,31
SP-3926,Nashville WH,Chicago WH,2023-09-14 14:55:42,2023-10-10 19:47:02,Delivered,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Standard,Synergized transitional neural-net,43,21
SP-5981,Durham WH,Durham WH,2023-09-13 21:10:40,2023-10-18 06:04:09,Delayed,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Expedited,Pre-emptive high-level flexibility,102,12
SP-0611,Detroit WH,New Orleans WH,2023-09-17 02:09:29,2023-10-02 06:22:57,Delayed,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Standard,Customer-focused static portal,79,12
SP-1086,Durham WH,New Orleans WH,2023-09-21 09:04:21,2023-10-28 11:50:47,In Transit,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Standard,Decentralized non-volatile software,89,16
SP-9789,Miami WH,Miami WH,2023-09-01 17:32:52,2023-10-04 05:13:02,Delayed,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Standard,Triple-buffered system-worthy infrastructure,46,15
SP-1915,Durham WH,Detroit WH,2023-09-22 14:57:11,2023-10-04 13:42:02,In Transit,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Expedited,Stand-alone contextually-based middleware,76,17
SP-1816,Atlanta WH,Chicago WH,2023-09-15 03:44:22,2023-10-20 00:54:22,Delivered,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Refrigerated,Switchable disintermediate hub,76,42
SP-9818,Detroit WH,Detroit WH,2023-09-10 07:08:17,2023-10-09 12:25:04,Delivered,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Expedited,Horizontal next generation customer loyalty,90,33
SP-0168,Detroit WH,Nashville WH,2023-09-21 19:08:35,2023-10-08 02:37:38,In Transit,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Expedited,Innovative exuding policy,86,28
SP-2171,New Orleans WH,Miami WH,2023-09-05 12:42:16,2023-10-10 14:11:29,Delayed,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Hazardous,Quality-focused hybrid model,58,13
SP-7839,New Orleans WH,Chicago WH,2023-09-15 02:39:21,2023-10-12 03:22:14,Delivered,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Expedited,Streamlined scalable website,78,37
SP-7069,New Orleans WH,Chicago WH,2023-09-22 09:34:53,2023-10-14 04:10:00,Delayed,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Standard,Fundamental full-range collaboration,55,36
SP-2576,Nashville WH,Miami WH,2023-09-20 15:41:31,2023-10-02 16:59:00,Delayed,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Expedited,Ameliorated holistic attitude,83,16
SP-8193,Miami WH,Chicago WH,2023-09-04 15:09:59,2023-10-03 01:47:52,Delivered,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Hazardous,Progressive bifurcated customer loyalty,80,30
SP-3202,New Orleans WH,Nashville WH,2023-09-18 06:39:38,2023-10-15 10:35:56,Delayed,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Standard,Enterprise-wide zero defect moderator,120,14
SP-4262,Chicago WH,Chicago WH,2023-09-15 05:27:19,2023-10-14 16:45:19,Delayed,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Standard,Stand-alone directional installation,43,33
SP-7729,Detroit WH,New Orleans WH,2023-09-08 21:42:40,2023-10-19 14:07:31,Delayed,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Standard,Up-sized asynchronous definition,59,14
SP-3985,Durham WH,Miami WH,2023-09-20 02:47:50,2023-10-21 11:44:00,Delayed,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Expedited,Face to face 3rd generation knowledge user,110,31
SP-4864,Atlanta WH,Detroit WH,2023-09-26 00:28:21,2023-10-12 08:56:03,Delayed,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Refrigerated,Realigned tangible application,65,20
SP-0725,Detroit WH,Atlanta WH,2023-09-24 10:22:55,2023-10-18 12:02:33,In Transit,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Hazardous,Horizontal tangible interface,120,36
SP-6082,Nashville WH,Nashville WH,2023-09-22 04:42:56,2023-10-23 11:11:17,Delayed,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Standard,Compatible multi-state data-warehouse,110,26
SP-1261,Atlanta WH,New Orleans WH,2023-09-27 19:18:09,2023-10-28 07:32:26,In Transit,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Standard,Organized content-based toolset,47,27
SP-5248,Nashville WH,Miami WH,2023-09-01 11:49:56,2023-10-05 03:33:12,Delivered,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Standard,Cloned value-added Graphical User Interface,96,37
SP-2414,Nashville WH,Detroit WH,2023-09-29 06:21:23,2023-10-10 11:24:18,Delayed,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Refrigerated,Versatile discrete software,75,36
SP-8656,Miami WH,Detroit WH,2023-09-04 11:09:56,2023-10-12 18:50:07,In Transit,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Refrigerated,Triple-buffered explicit matrix,103,35
SP-2615,Chicago WH,Durham WH,2023-09-17 06:22:24,2023-10-08 18:33:39,Delivered,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Standard,Devolved even-keeled flexibility,63,38
SP-4750,Detroit WH,Chicago WH,2023-09-10 23:15:47,2023-10-05 01:10:33,Delivered,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Refrigerated,Customer-focused hybrid initiative,47,12
SP-5017,Durham WH,Miami WH,2023-09-17 03:04:29,2023-10-30 21:22:03,In Transit,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Expedited,Face to face global parallelism,45,24
SP-4788,New Orleans WH,Durham WH,2023-09-26 05:09:14,2023-10-29 00:55:33,In Transit,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Hazardous,Focused client-driven approach,97,17
SP-0012,Atlanta WH,Miami WH,2023-09-14 17:07:38,2023-10-26 14:54:58,In Transit,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Standard,Total zero defect instruction set,69,17
SP-0129,Durham WH,New Orleans WH,2023-09-26 23:00:18,2023-10-18 09:26:04,In Transit,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Hazardous,Seamless background flexibility,77,22
SP-0790,Chicago WH,New Orleans WH,2023-09-18 00:01:33,2023-10-17 11:22:24,In Transit,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Refrigerated,Versatile coherent toolset,84,32
SP-1522,Chicago WH,Nashville WH,2023-09-02 04:54:59,2023-10-23 16:06:44,Delayed,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Hazardous,Upgradable tertiary paradigm,60,12
SP-7387,Detroit WH,Nashville WH,2023-09-02 22:46:59,2023-10-26 02:25:30,Delivered,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Expedited,Implemented bi-directional function,70,35
SP-7005,Miami WH,New Orleans WH,2023-09-13 02:23:34,2023-10-05 01:23:03,Delivered,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Expedited,Cross-platform global customer loyalty,99,12
SP-0494,Chicago WH,New Orleans WH,2023-09-03 12:42:35,2023-10-14 05:46:11,Delayed,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Standard,Distributed attitude-oriented algorithm,66,42
SP-0914,Miami WH,Detroit WH,2023-09-26 11:02:00,2023-10-29 08:35:59,Delivered,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Expedited,Persevering systematic groupware,109,36
SP-3166,Chicago WH,Durham WH,2023-09-20 11:27:26,2023-10-02 07:39:39,Delayed,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Refrigerated,Multi-channelled systemic application,65,26
SP-4491,Durham WH,Detroit WH,2023-09-05 17:11:04,2023-10-07 21:43:18,Delivered,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Hazardous,Ergonomic global complexity,70,37
SP-5185,Nashville WH,Atlanta WH,2023-09-11 14:56:26,2023-10-02 10:41:14,In Transit,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Hazardous,Front-line modular frame,54,17
SP-5847,Chicago WH,New Orleans WH,2023-09-13 19:59:06,2023-10-10 16:39:31,In Transit,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Hazardous,Team-oriented mission-critical info-mediaries,68,14
SP-9065,Atlanta WH,Miami WH,2023-09-26 13:07:29,2023-10-06 07:41:00,Delivered,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Standard,Proactive fault-tolerant adapter,46,38
SP-9473,Chicago WH,Chicago WH,2023-09-05 10:47:26,2023-10-12 10:26:10,In Transit,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Expedited,Open-architected mission-critical adapter,76,40
SP-4178,New Orleans WH,Miami WH,2023-09-10 19:08:22,2023-10-16 19:01:08,Delayed,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Expedited,Realigned interactive monitoring,101,36
SP-5226,New Orleans WH,Atlanta WH,2023-09-24 19:19:52,2023-10-01 17:52:40,Delayed,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Hazardous,Total reciprocal Graphical User Interface,84,29
SP-7028,New Orleans WH,Miami WH,2023-09-29 10:23:14,2023-10-10 06:44:20,Delivered,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Standard,De-engineered bifurcated intranet,84,34
SP-3806,Atlanta WH,New Orleans WH,2023-09-08 13:45:36,2023-10-21 05:55:32,Delivered,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Hazardous,Persevering secondary product,77,40
SP-7650,Nashville WH,Nashville WH,2023-09-21 14:26:47,2023-10-21 16:34:25,In Transit,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Refrigerated,Multi-layered empowering core,118,32
SP-9180,Nashville WH,Atlanta WH,2023-09-24 19:23:05,2023-10-14 20:55:02,Delivered,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Expedited,Re-contextualized neutral instruction set,59,17
SP-8271,Atlanta WH,Atlanta WH,2023-09-06 01:25:24,2023-10-18 10:22:55,Delivered,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Standard,Assimilated system-worthy leverage,81,20
SP-8703,Miami WH,Durham WH,2023-09-02 03:33:28,2023-10-16 09:02:08,In Transit,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Hazardous,Universal even-keeled monitoring,110,39
SP-3244,Durham WH,New Orleans WH,2023-09-24 12:20:08,2023-10-10 19:57:43,Delayed,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Standard,Object-based grid-enabled alliance,105,21
SP-7532,Nashville WH,Miami WH,2023-09-22 06:41:37,2023-10-24 00:43:46,Delivered,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Standard,Distributed analyzing core,95,23
SP-6124,Miami WH,Detroit WH,2023-09-01 01:54:20,2023-10-26 03:48:05,Delayed,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Expedited,Seamless fault-tolerant process improvement,90,24
SP-0045,Nashville WH,Durham WH,2023-09-29 18:02:14,2023-10-09 15:06:46,In Transit,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Expedited,Realigned solution-oriented flexibility,46,35
SP-3901,New Orleans WH,New Orleans WH,2023-09-15 12:17:37,2023-10-06 15:32:10,Delivered,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Standard,Customizable 5th generation matrix,74,30
SP-2590,Durham WH,Durham WH,2023-09-19 10:41:21,2023-10-03 22:10:12,Delivered,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Hazardous,Adaptive next generation moratorium,62,37
SP-6959,Detroit WH,Detroit WH,2023-09-23 22:57:48,2023-10-02 10:01:17,Delayed,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Hazardous,Devolved value-added matrices,66,36
SP-2247,Chicago WH,Miami WH,2023-09-12 23:14:51,2023-10-04 17:55:44,Delayed,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Standard,Customer-focused 4th generation contingency,97,31
SP-0933,Nashville WH,Atlanta WH,2023-09-08 01:01:24,2023-10-23 21:11:40,In Transit,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Refrigerated,Configurable tertiary projection,86,26
SP-9022,Durham WH,New Orleans WH,2023-09-26 01:36:10,2023-10-24 10:52:04,Delivered,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Refrigerated,Phased executive database,61,36
SP-2835,Atlanta WH,Chicago WH,2023-09-23 06:53:09,2023-10-26 16:45:22,Delayed,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Standard,Streamlined discrete open system,47,22
SP-3118,Chicago WH,New Orleans WH,2023-09-29 15:25:38,2023-10-05 01:00:46,Delayed,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Hazardous,Versatile interactive frame,94,36
SP-9894,Nashville WH,Detroit WH,2023-09-10 12:33:46,2023-10-10 11:14:33,In Transit,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Hazardous,Open-architected bi-directional implementation,82,18
SP-3313,Chicago WH,Chicago WH,2023-09-16 16:17:30,2023-10-25 23:40:26,Delivered,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Hazardous,Programmable exuding alliance,119,36
SP-3773,Nashville WH,Atlanta WH,2023-09-16 04:44:55,2023-10-11 19:02:29,Delivered,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Refrigerated,Sharable holistic migration,108,30
SP-6592,Detroit WH,Detroit WH,2023-09-25 04:16:54,2023-10-26 14:18:40,In Transit,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Hazardous,Front-line human-resource monitoring,66,19
SP-5888,Miami WH,Durham WH,2023-09-22 05:22:45,2023-10-12 17:09:08,Delayed,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Refrigerated,Digitized 3rd generation capacity,53,36
SP-8905,Chicago WH,Miami WH,2023-09-04 17:10:02,2023-10-01 00:28:41,In Transit,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Expedited,Streamlined global installation,100,13
SP-3308,Durham WH,Detroit WH,2023-09-05 13:19:40,2023-10-21 17:17:00,Delayed,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Standard,User-friendly 6th generation definition,57,19
SP-1555,Chicago WH,Durham WH,2023-09-16 13:22:18,2023-10-23 06:17:14,In Transit,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Standard,Implemented bifurcated success,112,17
SP-8300,Detroit WH,Nashville WH,2023-09-06 19:11:50,2023-10-19 19:14:06,In Transit,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Standard,Automated scalable local area network,73,20
SP-1136,Miami WH,Chicago WH,2023-09-17 04:38:04,2023-10-20 22:27:50,Delivered,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Hazardous,Object-based solution-oriented help-desk,82,22
SP-6150,New Orleans WH,New Orleans WH,2023-09-11 14:06:56,2023-10-20 00:56:12,In Transit,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Expedited,Persevering executive budgetary management,68,41
SP-7193,Detroit WH,Atlanta WH,2023-09-27 16:28:39,2023-10-26 14:45:03,Delivered,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Refrigerated,Streamlined leading edge software,85,16
SP-2371,Miami WH,Chicago WH,2023-09-20 17:26:41,2023-10-24 14:51:30,Delivered,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Refrigerated,Automated holistic attitude,80,33
SP-3899,Nashville WH,New Orleans WH,2023-09-24 19:36:34,2023-10-29 00:23:55,In Transit,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Hazardous,Focused real-time help-desk,112,41
SP-4635,Atlanta WH,Chicago WH,2023-09-02 21:59:50,2023-10-30 03:45:20,Delayed,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Expedited,Cross-group neutral success,74,38
SP-9749,Nashville WH,Nashville WH,2023-09-18 04:34:40,2023-10-18 02:51:56,In Transit,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Refrigerated,Robust 24 hour application,93,37
SP-1413,Miami WH,Atlanta WH,2023-09-18 18:30:24,2023-10-01 05:55:27,In Transit,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Standard,Synchronised optimizing database,76,14
SP-2159,New Orleans WH,Miami WH,2023-09-02 21:19:32,2023-10-13 07:27:54,Delivered,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Hazardous,Cross-platform clear-thinking algorithm,119,13
SP-8832,Nashville WH,New Orleans WH,2023-09-25 20:08:58,2023-10-23 18:25:22,Delivered,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Hazardous,Configurable attitude-oriented product,116,18
SP-2429,Durham WH,Chicago WH,2023-09-15 00:26:17,2023-10-18 22:08:03,Delayed,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Expedited,Managed neutral infrastructure,90,37
SP-2554,Chicago WH,Detroit WH,2023-09-01 20:28:45,2023-10-07 01:30:14,Delayed,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Expedited,User-friendly next generation support,86,20
SP-6791,Chicago WH,New Orleans WH,2023-09-26 18:50:51,2023-10-22 07:35:08,In Transit,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Standard,Reduced disintermediate structure,47,33
SP-4701,Miami WH,Durham WH,2023-09-06 01:23:00,2023-10-11 23:25:16,In Transit,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Expedited,Vision-oriented bifurcated help-desk,46,40
SP-3379,Durham WH,Atlanta WH,2023-09-25 15:57:29,2023-10-03 03:56:34,In Transit,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Standard,Grass-roots fault-tolerant initiative,116,16
SP-8002,Nashville WH,New Orleans WH,2023-09-14 11:26:58,2023-10-26 23:20:09,Delayed,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Expedited,Phased non-volatile contingency,71,18
SP-7080,Miami WH,Chicago WH,2023-09-17 17:50:02,2023-10-27 22:14:18,Delayed,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Hazardous,Balanced incremental synergy,115,26
SP-5142,Nashville WH,Nashville WH,2023-09-18 06:17:07,2023-10-10 16:44:22,Delayed,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Hazardous,Universal radical hardware,111,30
SP-0261,Durham WH,Detroit WH,2023-09-09 03:47:51,2023-10-14 03:00:43,Delayed,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Standard,Seamless fault-tolerant internet solution,71,35
SP-6044,New Orleans WH,Atlanta WH,2023-09-14 00:32:12,2023-10-10 10:36:16,Delivered,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Standard,Focused non-volatile migration,99,18
SP-5408,Chicago WH,New Orleans WH,2023-09-26 00:08:13,2023-10-20 00:03:50,In Transit,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Standard,Multi-channelled asymmetric pricing structure,86,39
SP-0939,New Orleans WH,Detroit WH,2023-09-27 11:55:32,2023-10-29 19:59:46,Delayed,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Standard,Monitored optimizing open system,105,27
SP-0803,Chicago WH,Nashville WH,2023-09-02 21:20:33,2023-10-19 10:38:57,Delivered,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Refrigerated,Stand-alone 24 hour moratorium,58,21
