ShipmentID,OriginLocation,DestinationLocation,ShipmentDateTime,ExpectedArrivalDateTime,ShipmentStatus,ShipperId,ConsigneeId,ShipmentType,ContentsDescription
SP-6947,Laoshawan,Krajan,2023-08-12 10:19:43,2022-10-08 02:06:21,In Transit,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Hazardous,Cross-group well-modulated budgetary management
SP-6203,Yono,Bicaj,2023-04-18 17:57:16,2023-08-31 15:49:50,Delayed,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Expedited,Persistent uniform toolset
SP-2796,Prang Ku,Bhamo,2023-07-07 00:57:30,2023-02-14 12:46:02,Delayed,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Expedited,Quality-focused solution-oriented projection
SP-1912,Ballinroad,Francisco J Mujica,2023-07-16 01:31:50,2022-11-07 16:48:40,In Transit,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Standard,Stand-alone scalable toolset
SP-4320,Yuzui,Náfplio,2023-08-23 03:26:24,2023-07-07 01:08:37,Delayed,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Refrigerated,Seamless background array
SP-4105,Jiangkou,Norton,2023-05-15 03:46:57,2023-03-12 02:10:23,Delivered,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Expedited,Self-enabling even-keeled moderator
SP-0248,Qaţanah,Langsa,2022-12-08 14:07:46,2023-06-04 08:05:19,Delayed,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Refrigerated,Organized intangible alliance
SP-5890,Maroa,Białaczów,2023-07-09 12:01:27,2022-12-28 02:23:24,In Transit,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Refrigerated,Optional responsive pricing structure
SP-2181,Dongling,Villanova,2023-03-06 10:26:53,2022-11-29 21:22:44,Delayed,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Hazardous,Ergonomic neutral pricing structure
SP-7492,Yangkang,Nekla,2023-02-20 03:18:29,2023-02-25 08:51:12,In Transit,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Expedited,Balanced tangible access
SP-5882,Beringovskiy,Cariamanga,2023-07-20 10:18:08,2023-08-17 03:05:45,In Transit,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Refrigerated,User-centric analyzing internet solution
SP-3752,Hoxtolgay,Jingyang,2023-03-16 15:17:39,2022-09-22 19:46:57,Delayed,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Hazardous,Right-sized even-keeled parallelism
SP-4136,Majan,Amphawa,2023-05-28 00:04:04,2023-07-14 12:15:45,Delivered,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Expedited,Reverse-engineered demand-driven framework
SP-3231,Qiaole,Železniki,2023-02-24 03:12:03,2022-10-02 11:43:39,Delivered,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Expedited,Right-sized object-oriented synergy
SP-7835,Lapid,Buritis,2023-07-15 18:29:58,2023-06-19 14:10:51,Delivered,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Hazardous,Optional bifurcated conglomeration
SP-5323,Lepanto,Voskehask,2023-08-21 06:00:32,2023-06-24 04:44:44,Delivered,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Refrigerated,Integrated analyzing groupware
SP-9197,Komorów,Tagasilay,2023-07-23 06:17:01,2022-10-18 05:09:17,In Transit,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Refrigerated,Versatile global alliance
SP-9384,Pekalongan,Paulínia,2022-12-10 14:26:58,2023-03-26 21:14:09,In Transit,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Expedited,Expanded interactive archive
SP-0952,Shardara,Aseri,2022-12-11 02:47:29,2022-10-31 14:31:36,In Transit,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Standard,Customer-focused multimedia definition
SP-7158,Marston,Thị Trấn Quán Lào,2023-04-14 07:28:28,2023-05-21 10:46:20,Delayed,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Standard,User-centric holistic Graphical User Interface
SP-9565,Mertzig,Kitchener,2023-02-10 20:07:25,2023-07-05 19:50:33,Delivered,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Standard,Object-based methodical superstructure
SP-3324,Longqiao,Gyeongsan-si,2023-02-13 20:02:02,2023-08-08 21:49:29,Delayed,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Hazardous,Multi-channelled clear-thinking leverage
SP-6574,Kasongo,Wanshi,2023-01-28 08:50:38,2023-06-03 23:39:58,Delayed,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Refrigerated,Compatible discrete neural-net
SP-6190,San Juan Opico,Xianbao,2023-04-27 14:02:46,2023-08-21 09:20:31,In Transit,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Refrigerated,Reactive transitional encryption
SP-9826,Hongguang,Bualu,2022-12-13 20:55:17,2023-07-17 05:33:19,Delivered,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Standard,Adaptive motivating conglomeration
SP-8105,Shiki,Quartier Morin,2023-04-06 05:45:42,2023-05-27 22:06:52,Delayed,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Expedited,Reduced grid-enabled groupware
SP-7633,Damāvand,Rosmalen,2022-12-11 19:56:35,2022-10-15 03:54:21,In Transit,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Refrigerated,Managed multi-tasking challenge
SP-5732,Phu Kradueng,Campo Quijano,2023-04-24 05:29:26,2022-10-16 10:55:09,In Transit,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Standard,Compatible client-driven array
SP-6707,Karano,Shuishiying,2023-02-22 23:18:20,2023-03-15 17:05:48,In Transit,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Expedited,Reverse-engineered systemic infrastructure
SP-5158,Hengshitang,Jiaoziya,2023-08-28 00:07:58,2023-02-21 18:40:38,Delivered,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Standard,Re-contextualized 6th generation conglomeration
SP-1036,Avignon,San Vicente,2022-12-04 13:32:12,2023-06-09 22:35:49,Delayed,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Standard,Horizontal 4th generation orchestration
SP-6775,Yaogou,Vatutino,2023-08-06 18:32:10,2023-04-21 00:40:26,Delayed,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Refrigerated,Customizable real-time circuit
SP-2251,Palaióchora,Enskede,2023-02-08 13:44:16,2023-07-18 19:42:06,In Transit,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Refrigerated,Configurable optimal algorithm
SP-8066,São Bento,Pô,2023-06-21 02:11:46,2023-06-06 19:51:37,Delivered,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Refrigerated,Organized human-resource workforce
SP-5741,Miragaia,Lexington,2022-09-24 22:00:43,2022-11-20 04:53:50,Delivered,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Refrigerated,Switchable transitional conglomeration
SP-2605,Ferreira do Alentejo,Wangji,2023-03-13 12:05:12,2023-03-09 20:07:59,In Transit,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Expedited,Stand-alone directional forecast
SP-7481,Bereeda,Al Mawşil al Jadīdah,2022-12-04 04:26:50,2023-08-03 17:36:47,Delayed,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Standard,Cross-platform tertiary strategy
SP-0739,Aykol,Paobokol,2023-08-02 14:44:46,2023-07-16 23:27:42,In Transit,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Expedited,Advanced tertiary functionalities
SP-1723,Chiconi,Kalajoki,2022-12-02 05:06:14,2023-01-22 17:06:35,In Transit,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Hazardous,Robust foreground firmware
SP-3849,Karlskoga,Plovdiv,2023-05-25 06:05:39,2022-11-03 01:17:31,In Transit,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Hazardous,Business-focused leading edge success
SP-9654,Palhoça,Tamiso,2022-12-28 14:38:58,2023-05-12 01:43:50,Delivered,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Refrigerated,Ergonomic leading edge utilisation
SP-0344,Örebro,Santa Quitéria do Maranhão,2022-12-30 13:44:37,2023-04-10 06:17:30,Delayed,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Standard,Devolved discrete firmware
SP-0332,Lovrenc na Pohorju,Zhangatas,2023-06-19 13:19:07,2023-01-13 17:53:35,Delayed,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Standard,Grass-roots explicit standardization
SP-4283,Mokolo,Perm,2023-08-07 23:47:14,2023-01-10 02:08:35,In Transit,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Refrigerated,Reverse-engineered demand-driven projection
SP-1092,Mbaké,La Francia,2023-03-31 13:38:38,2023-09-14 18:35:10,Delayed,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Refrigerated,User-friendly eco-centric archive
SP-6402,Banjar Taro Kelod,Baie-Comeau,2022-11-03 05:27:40,2022-11-05 17:54:32,In Transit,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Hazardous,Multi-layered system-worthy array
SP-9859,Sendangagung,Futu,2023-06-15 14:12:14,2022-11-17 21:56:06,Delivered,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Expedited,Pre-emptive global help-desk
SP-6667,Colorado,Qingxi,2023-01-20 10:39:25,2023-02-11 15:35:01,Delayed,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Hazardous,Multi-layered analyzing structure
SP-0883,Ayapel,Koramlik,2023-05-16 17:25:23,2023-01-18 14:33:38,Delayed,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Standard,Fully-configurable content-based core
SP-0805,Stanisław Dolny,Ureshino,2023-01-24 00:03:13,2023-04-24 05:13:27,Delayed,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Hazardous,Total directional neural-net
SP-8656,Kadurahayu,Brasília,2022-12-25 00:07:55,2023-06-25 18:37:18,Delayed,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Refrigerated,Triple-buffered 24/7 flexibility
SP-1823,Xingzhen,Alta,2023-02-25 19:42:52,2023-06-12 08:47:54,Delayed,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Refrigerated,Versatile disintermediate definition
SP-4197,Polýkastro,Santa Cruz da Graciosa,2023-02-17 08:12:00,2023-09-16 07:39:49,Delivered,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Standard,Function-based leading edge forecast
SP-1981,San Luis,Pokrovskoye,2023-03-11 19:53:59,2023-06-09 07:08:36,In Transit,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Hazardous,Intuitive upward-trending instruction set
SP-4281,Pulau Tiga,Catolé do Rocha,2022-10-02 23:58:04,2023-06-10 18:35:46,Delayed,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Hazardous,Vision-oriented modular portal
SP-8069,Ticllos,Siguiri,2023-03-16 04:22:06,2023-02-23 19:17:56,In Transit,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Standard,Multi-lateral motivating customer loyalty
SP-3183,Karak,Povedniki,2022-12-14 06:48:30,2023-08-25 23:08:23,In Transit,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Standard,Exclusive contextually-based local area network
SP-9585,Kalodzishchy,Umag,2023-09-16 15:00:41,2023-04-28 05:38:02,Delayed,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Standard,Grass-roots optimizing middleware
SP-8522,Jiasi,Reading,2022-10-29 05:38:20,2023-01-22 09:43:09,In Transit,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Standard,Future-proofed global methodology
SP-5447,Zdounky,Kuta,2022-12-19 04:57:30,2022-10-31 12:25:36,Delayed,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Standard,Innovative clear-thinking migration
SP-7785,Mañazo,Andongrejo,2023-04-16 05:59:44,2023-03-21 08:48:20,Delayed,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Refrigerated,Inverse maximized success
SP-5767,Baffa,Józefów,2023-06-26 10:36:21,2022-10-22 04:48:14,In Transit,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Expedited,Enterprise-wide bottom-line archive
SP-9954,Kawaguchi,Plalar,2022-10-10 12:37:36,2023-08-21 01:00:09,Delivered,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Expedited,Visionary static ability
SP-6825,Kivsharivka,Langkaplancar,2023-04-15 08:10:44,2023-03-30 07:53:39,In Transit,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Hazardous,Triple-buffered 3rd generation focus group
SP-3402,San Francisco,Bordeaux,2022-09-24 21:33:31,2023-07-03 07:03:56,Delayed,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Standard,Optional asymmetric process improvement
SP-5862,Cigeulis,Ketapang,2023-08-02 13:43:02,2022-10-27 08:46:38,Delayed,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Refrigerated,Cross-platform systemic throughput
SP-8899,Matsena,Baochang,2023-07-25 10:16:14,2023-01-04 16:10:38,Delayed,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Standard,Managed optimizing task-force
SP-4222,Tutong,Pereira,2023-08-27 15:53:26,2023-08-19 21:33:34,Delayed,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Expedited,Total dynamic functionalities
SP-4721,Communal,Lérida,2023-01-04 18:06:34,2023-03-19 05:07:08,Delivered,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Hazardous,Innovative next generation system engine
SP-6996,Obsza,Nizhniy Tagil,2023-05-20 17:09:04,2023-04-07 15:41:19,Delayed,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Refrigerated,Operative 6th generation collaboration
SP-8017,Charleston,Fenglin,2023-09-16 00:36:41,2023-06-26 17:45:42,In Transit,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Refrigerated,Exclusive non-volatile success
SP-2812,Dapdapan,Reggio Calabria,2023-09-02 01:07:06,2023-02-16 14:25:53,In Transit,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Refrigerated,Business-focused bandwidth-monitored focus group
SP-7685,Kaliterus,Suruhan,2023-06-12 08:23:37,2023-01-27 22:52:09,Delayed,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Expedited,Business-focused modular time-frame
SP-3618,El Kef,Pedro Miguel,2023-08-24 04:48:44,2023-09-02 14:56:36,In Transit,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Hazardous,Balanced high-level hierarchy
SP-0826,Uromi,Nongba,2022-12-04 15:11:43,2022-12-03 06:29:47,Delivered,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Standard,Pre-emptive 4th generation synergy
SP-4287,Weiwangzhuang,Pedreira,2022-11-25 14:15:28,2023-08-19 14:31:38,In Transit,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Hazardous,Focused national installation
SP-8904,Sovetsk,Mbuji-Mayi,2022-11-05 08:50:23,2023-08-20 07:53:53,In Transit,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Refrigerated,Team-oriented bifurcated functionalities
SP-6800,Wañgan,Anuchino,2023-03-14 02:36:23,2023-08-18 08:19:18,Delivered,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Hazardous,Streamlined modular capability
SP-3883,Daying,Balas,2023-06-01 08:47:54,2022-10-03 20:19:46,Delayed,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Hazardous,Configurable multimedia structure
SP-6101,Huaping,Banqiao,2022-11-05 20:40:37,2022-10-18 19:39:04,Delayed,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Standard,Balanced 5th generation collaboration
SP-2682,Wajir,Pedreira,2023-01-09 14:21:00,2022-10-19 23:32:31,In Transit,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Hazardous,Advanced optimal definition
SP-8058,Halong,Shangjin,2023-05-18 05:26:20,2022-11-02 03:00:28,Delivered,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Standard,Reduced 3rd generation capacity
SP-5822,Invercargill,Alkmaar,2023-06-22 04:41:23,2022-10-13 09:47:35,Delayed,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Refrigerated,Multi-tiered systemic superstructure
SP-8893,Brasília de Minas,Lebane,2023-09-02 09:10:19,2023-08-12 06:47:50,In Transit,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Standard,User-friendly tangible functionalities
SP-2742,Kameoka,Belo Blato,2023-01-19 14:53:16,2023-02-08 14:56:00,In Transit,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Hazardous,Innovative well-modulated hardware
SP-8203,Cox’s Bāzār,Ljukovo,2023-02-15 17:36:14,2023-05-13 14:39:51,In Transit,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Standard,Streamlined dynamic circuit
SP-5242,Badong,Aourir,2023-01-03 00:17:10,2023-07-10 14:13:27,Delivered,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Expedited,Up-sized web-enabled encryption
SP-2278,Vyatskiye Polyany,Cam Lộ,2022-10-15 03:56:36,2023-07-12 23:35:37,Delayed,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Hazardous,Customer-focused asynchronous knowledge user
SP-3184,Sainte-Adèle,Hexi,2022-09-30 18:12:02,2023-02-15 10:06:00,In Transit,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Refrigerated,Sharable didactic flexibility
SP-7666,Wilkowice,Huacachi,2023-01-08 13:37:15,2023-06-29 09:43:28,In Transit,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Expedited,Fully-configurable needs-based leverage
SP-6048,Cortezia,Renfengzhuang,2022-10-04 20:57:51,2023-04-22 11:48:39,Delivered,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Refrigerated,Grass-roots intangible intranet
SP-4558,Gaurnadi,Esso,2023-03-16 02:26:49,2023-09-02 14:01:12,Delivered,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Hazardous,Optimized optimal success
SP-6739,Ibotirama,Pavia,2023-07-31 10:25:20,2023-07-13 03:06:37,Delivered,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Refrigerated,Customizable actuating application
SP-8710,Argayash,Przemęt,2023-07-15 21:18:12,2023-05-07 19:47:37,In Transit,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Hazardous,Synergistic uniform methodology
SP-4667,Gaozhou,Corga,2022-10-27 04:15:00,2023-03-10 20:03:37,Delayed,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Hazardous,Front-line executive access
SP-4641,Sinarharapan,Beausejour,2023-07-24 05:56:37,2023-05-27 14:43:43,In Transit,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Hazardous,Customer-focused full-range time-frame
SP-3270,Novyy Starodub,Khawr Fakkān,2023-04-23 01:59:57,2023-05-07 23:54:35,Delivered,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Refrigerated,Inverse eco-centric system engine
SP-7534,Lolak,Machang,2023-01-28 18:47:40,2023-08-29 23:26:21,Delivered,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Standard,Public-key multi-tasking artificial intelligence
SP-1976,Xiongbei,Mikhaylovsk,2023-05-18 09:48:01,2023-05-15 12:24:19,In Transit,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Standard,Innovative value-added core
SP-5764,Phúc Yên,Wolofeo,2023-03-17 10:10:18,2023-04-24 12:13:37,Delayed,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Standard,Stand-alone impactful initiative
SP-9150,Changyŏn,Khemisset,2023-04-12 02:10:29,2023-08-26 07:07:31,In Transit,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Refrigerated,Assimilated disintermediate pricing structure
SP-7811,Harrisburg,Ciwaru,2022-12-08 17:19:16,2023-06-29 10:58:35,Delivered,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Hazardous,Business-focused directional methodology
SP-4878,Cipadung,Junshan,2023-03-01 20:24:34,2023-09-05 00:58:50,Delivered,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Expedited,Intuitive empowering groupware
SP-4860,Dongfu,Seremban,2023-03-06 08:50:42,2023-04-17 11:44:05,Delivered,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Hazardous,Down-sized hybrid open architecture
SP-5664,Bayang,Candelária,2022-11-12 10:08:52,2022-11-01 18:22:54,Delivered,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Refrigerated,Optional upward-trending paradigm
SP-7172,Cruzeiro,Sukahening,2022-11-11 03:18:15,2022-11-10 12:33:39,Delayed,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Standard,Intuitive hybrid interface
SP-9867,Warungtanjung,Humniska,2023-08-27 14:54:30,2023-03-12 05:05:04,Delivered,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Expedited,Future-proofed 4th generation secured line
SP-2128,Caratinga,Yaring,2023-05-18 05:45:46,2023-07-22 05:26:44,Delivered,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Standard,Integrated intermediate strategy
SP-1918,Privolzhsk,Krasnopillya,2022-09-25 02:30:57,2022-11-20 07:17:21,Delayed,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Refrigerated,Profit-focused asynchronous challenge
SP-9300,Jiuhe,Nangen,2023-05-18 17:20:55,2023-08-14 01:50:21,In Transit,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Refrigerated,Public-key demand-driven product
SP-2869,Los Pinos,Yala,2023-07-26 04:00:23,2023-07-25 12:13:03,Delivered,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Expedited,Object-based well-modulated access
SP-8143,Jintan,Santa Teresita,2023-09-06 22:20:55,2023-07-16 05:03:03,Delayed,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Hazardous,Horizontal executive challenge
SP-7561,Jawl al Majma‘,Limbaan,2023-06-13 12:43:15,2023-06-03 13:27:25,In Transit,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Standard,Reactive disintermediate groupware
SP-0605,Hadano,Udi,2023-01-23 18:45:12,2022-12-29 18:35:47,In Transit,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Standard,Secured non-volatile software
SP-0450,Dédougou,Karangpawitan,2023-06-10 05:05:52,2023-09-19 16:02:09,Delayed,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Refrigerated,Re-engineered responsive conglomeration
SP-1488,Rocky Mountain House,Viga,2023-03-01 03:07:46,2023-04-10 12:33:21,In Transit,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Hazardous,User-friendly global initiative
SP-1645,Ituiutaba,Sidi Lamine,2023-07-30 01:17:56,2023-02-20 05:28:55,Delayed,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Hazardous,Reduced reciprocal software
SP-5933,Zinder,Burujul,2022-12-01 08:04:06,2022-12-03 00:28:09,In Transit,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Expedited,Persevering fault-tolerant focus group
SP-9072,Barbosa,San Salvador,2022-10-05 04:56:48,2023-02-04 03:59:51,Delivered,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Expedited,Assimilated local initiative
SP-2336,Otan Aiyegbaju,Hongzhou,2023-05-07 17:21:25,2022-12-15 02:10:43,Delayed,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Expedited,Multi-channelled 3rd generation paradigm
SP-4454,Télimélé,Baixiang,2023-02-09 20:03:49,2023-04-11 16:44:00,Delayed,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Hazardous,Decentralized local collaboration
SP-1142,Entre Rios,Masingbi,2023-03-18 06:09:42,2023-05-23 15:56:45,Delivered,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Expedited,Ameliorated responsive functionalities
SP-5927,Qŭshkŭpir,Makadi Bay,2023-02-17 07:00:38,2023-03-08 14:19:57,Delivered,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Refrigerated,Open-architected contextually-based algorithm
SP-5422,Carora,Hallstavik,2022-11-09 04:42:52,2023-06-09 09:39:37,Delivered,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Hazardous,Visionary bifurcated matrices
SP-7606,Paine,Sol’-Iletsk,2023-03-25 09:49:16,2023-02-10 07:54:57,In Transit,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Hazardous,Reactive multi-tasking open architecture
SP-4594,Timur,Banhā,2023-07-03 23:38:42,2022-12-31 09:48:25,In Transit,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Refrigerated,Polarised leading edge initiative
SP-7848,Ujung,Xiangtan,2022-11-05 12:18:26,2022-11-13 11:04:36,In Transit,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Hazardous,Managed neutral superstructure
SP-2038,Duogongma,Colos,2023-03-09 16:01:24,2023-01-22 22:45:38,In Transit,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Standard,Managed asymmetric application
SP-4840,Al Bayḑā’,Heshan,2023-04-04 14:46:32,2023-04-24 21:20:13,In Transit,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Hazardous,Fundamental well-modulated function
SP-8388,Sishilichengzi,Ala,2023-09-06 02:47:45,2023-05-27 06:08:42,In Transit,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Refrigerated,Business-focused 6th generation process improvement
SP-0272,Lepanto,Guérande,2022-10-19 08:27:52,2023-08-26 11:57:51,In Transit,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Hazardous,Configurable analyzing extranet
SP-7344,Mîndreşti,Donegal,2023-02-03 18:45:14,2023-08-07 20:26:08,Delivered,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Refrigerated,Operative object-oriented analyzer
SP-2630,Djibouti,Garko,2023-08-12 14:08:49,2022-10-15 04:33:39,Delayed,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Hazardous,Self-enabling system-worthy array
SP-0652,Vilkija,Bayt ‘Awwā,2022-12-07 11:41:12,2023-02-09 22:34:06,In Transit,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Hazardous,Innovative dynamic migration
SP-9954,Masjed Soleymān,Kirovsk,2023-07-18 07:15:25,2022-11-25 20:07:00,Delivered,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Hazardous,Triple-buffered well-modulated open architecture
SP-0632,Lapas,Sarkanjut,2023-07-30 02:00:34,2023-04-17 19:52:30,Delivered,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Expedited,Business-focused intermediate protocol
SP-6488,Sokolac,Limoeiro do Norte,2022-09-28 14:37:44,2022-12-19 19:58:55,Delivered,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Hazardous,Centralized intermediate architecture
SP-1216,Dazhipo,Krapyak Kidul,2023-01-15 22:33:47,2023-07-14 09:50:06,In Transit,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Standard,Expanded grid-enabled infrastructure
SP-3087,Zhenlong,Kambing,2023-02-24 16:56:42,2022-11-09 19:34:30,In Transit,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Refrigerated,Networked modular local area network
SP-9057,Katrineholm,Anchorage,2022-12-26 09:58:36,2023-01-14 07:40:18,Delayed,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Expedited,Total discrete emulation
SP-7747,Anfu,Amos,2023-05-13 09:35:44,2022-12-18 11:18:22,Delayed,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Refrigerated,Face to face optimal encoding
